Occurrence_Id,Local_Date_Main_Event,Date_Main_Event_Unconfirmed,Year_Reported,Occurrence_Severity,Main_Event_L1,Main_Event_L2,Main_Event_L3,Not_Vessel_Operations,Short_Description,Description,State_Reporting,National_Location_L1,National_Location_L2,Latitude,Longitude,Lat_Long_Unknown,Port_Of_Accident_L1,Port_Of_Accident_L2,Vessel_Profile_Id,Vessel_Severity,Flag_State,Vessel_Category_L1,Vessel_Category_L2,Ship_Craft_Type_L1,Ship_Craft_Type_L2,Ship_Craft_Type_L3,Ship_Craft_Type_L4,Ship_Craft_Type_L5,Is_Commercial_Vessel,Ship_Boat,Registered_Length_In_Metres,LOA_Length_Overall_in_Metres,GT_Gross_Tonnage,Hull_Material,Year_Built,Deaths_Crew,Deaths_Passenger,Deaths_Other,Deaths_Total,Injuries_Crew,Injuries_Passenger,Injuries_Other,Injuries_Total,Loss_Of_Vessel_Damage,Did_The_Vessel_Sink,Vessel_Abandoned,Damage_Description,Pollution_Result,Crew_Voyage,Voyage_Segment,Pilot_On_Board,Place_On_Board_L1,Place_On_Board_L2,Place_On_Board_L3,Place_On_Board_L4,Place_On_Board_L5,Port_Of_Departure_L1,Port_Of_Departure_L2,Publication_Date,Publication_No,Publication_Type,Published_Report_Website_Link,Vessel_Record_Modified_On
aae14b3a-ab4b-ed11-bba1-0022481b5519,2022-10-01,No,2022,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,Offshore supply vessel fouled their prop on a mooring wire which had to be cut by an ROV vessel.,An offshore supply vessel was restricted in ability to manoeuvre due to a mooring wire wrapped around propeller linked to a seabed tank. ROV vessel attended the scene and cut the line free. The casualty vessel then drove under their own power using the second main engine to harbour for inspection and assessment of any damage. ,UK,,,60.0505,-3.934667,,,,8156947c-ab4b-ed11-bba1-0022481b5519,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Offshore supply ship,,,,TRUE,,0,69,2100,Steel,1997,0,0,0,0,0,0,0,0,No damage,No,No,,No Pollution,12,Mid-water,No,Ship,Propeller/rudder/thruster,,,,UNITED KINGDOM,Aberdeen,,,,,2024-09-19
f71d2eea-d44b-ed11-bba1-0022481b5519,2022-10-01,No,2022,Less Serious,Grounding / Stranding,Power,,FALSE,A search and rescue vessel hit a submerged object resulting in damage to the propellers and skegs.,A search and rescue vessel was on exercise when it hit a submerged object outside local operating procedures. On return they made a further impact in a similar location. The vessel's propeller and skegs were damaged. The engines were removed and replaced. No persons were injured.,UK,United Kingdom,England,52.9461,1.2125,,,,c9506485-d54b-ed11-bba1-0022481b5519,Less Serious,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,SAR craft,,,,TRUE,,8.4,8.4,1.7,Composite materials,Unknown,0,0,0,0,0,0,0,0,Minor damage (less than material damage),No,No,"Lifeboat's propellers and skegs were damaged, engines have been removed and replaced. Inspections to assess full implications ongoing  ",No Pollution,4,Mid-water,n/a,Ship,Propeller/rudder/thruster,,,,UNITED KINGDOM,Cromer,,,,,2024-10-11
85485d26-f14d-ed11-bba2-0022481b5ab5,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Fishing vessel crewmember fell overboard and was recovered while unconscious.,"Fishing vessel crew member was crushed between the net and the starboard shell plating after removing a guide pole. He suffered significant crush injuries and was taken outboard by the force of the net, but his feet caught in the net. As the vessel rolled the skipper and another crew member managed to get him back on board. He was in an out of consciousness and a mayday was called. He was evacuated by helicopter to Lerwick hospital where he regained consciousness.",UK,,,58.715,0.25805,,,,75b3d126-f24d-ed11-bba2-0022481b5ab5,Less Serious,UNITED KINGDOM,Fishing Vessel,15m loa to under 24m Reg L,Fishing vessel,Trawler,Stern,,,TRUE,,22,23,190,Steel,1981,0,0,0,0,1,0,0,1,No damage,No,No,,No Pollution,4,Mid-water,n/a,Ship,Other,,,,UNITED KINGDOM,Fraserburgh,,,,,2024-09-19
1c0b229a-2b4e-ed11-bba2-0022481b5519,2022-10-01,No,2022,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,Crew transfer vessel lost propulsion in port engine and was towed by lifeboat into a ahrbour,"After collecting four technicians from a ship vessel was proceeding towards a harbour, when the vessel lost its port engine and this appears to have been due to an overheating despite the engine pumping water. After failing to restart the engine they altered course and proceeded in towards the nearest port with their starboard engine when approximately fifteen minutes later it also shut down. The onboard system provided very little information but it was indicated an overrev, RPM prior to shutdown was 4000rpm and the anchor was dropped in fifteen meters of water whilst it reset and restarts were attempted. After five minutes of failing to get the engine started, they called 999 by mobile phone and requested assistance. They were taken under tow by a lifeboat and tied up in a harbour. No damage to the vessel but they lost power in both engines.   ",UK,United Kingdom,Scotland,56.106083,-3.116667,,,,2da412e9-334e-ed11-bba2-0022481b5519,Marine Incident,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,Other offshore ship,,,,TRUE,,8.9,8.9,2.4,GRP,2008,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,2,Unknown,No,Engine department,Engine room,,,,UNITED KINGDOM,Burntisland,,,,,2024-10-11
17cd328f-2e4e-ed11-bba2-0022481b5519,2022-10-01,No,2022,Marine Incident,Fire / Explosion,Fire,,FALSE,A yacht suffered fire in engine space resulting in minor damage,"A yacht's secondary alternator was left taped to the top of the engine by a contractor following work to the alternator bracket.  The battery cables were still connected to it, the contractor didn’t think the boat was due to be used until he was due to come back a couple of weeks later and the vessel went sailing/motoring for a day.  On the second day immediately after the ship had departed from a marina when black smoke was seen coming from the engine space. The skipper bought the vessel safely alongside another ship on a river pontoon.  The inspection hatch of the engine space was opened, flames were seen and the skipper/mate let off the CO2 extinguisher and the fire was put out. The damage: There was smoke damage to the sound/fire proofing top of the engine space, the secondary alternator was destroyed, and a cable from this alternator to the battery regulator melted. The metal air intake on the top of the engine got scorched, a metal fuel pipe was burnt through and the return fuel hose from the injectors was damaged, the fuel hoses to and from the secondary fuel filter were damaged. The engine space light melted, outside of the engine space and several feet away, the outer casing of a wire from a battery terminal to a battery monitor melted through and the wire was severely damaged.",UK,United Kingdom,England,50.7992,-1.4182,,,,b4b385d3-2f4e-ed11-bba2-0022481b5519,Marine Incident,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Sailboat (aux. motor),,,,FALSE,,0,11,23,Wood,1978,0,0,0,0,0,0,0,0,Minor damage (less than material damage),No,No,None,No Pollution,2,Departure,n/a,Engine department,Engine room,,,,Unknown,,,,,,2022-12-05
c5dea584-cb4e-ed11-bba2-0022481b5e4e,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Cruise ship passenger went over on their ankle on the dancefloor and fractured it.,"A passenger was dancing in a nightclub, they went over on their ankle resulting in a fracture. They attended the onboard medical centre for treatment. The passenger had also consumed a large quantity of alcohol which could have contributed to the fall. No other defects were found in relation to issues with floor tiles that were situated in the disco.",UK,,,-22.173333,153.591667,,,,3612b9ed-cb4e-ed11-bba2-0022481b5e4e,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,250,280,100000,Steel,2002,0,0,0,0,0,1,0,1,No damage,No,No,,No Pollution,1037,Mid-water,No,Ship,Deck,Other,,,AUSTRALIA,,,,,,2024-09-19
76b11040-d04e-ed11-bba2-0022481b5e4e,2022-10-01,No,2022,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,Fishing Vessel experienced engine issues and was towed back to harbour,"Fishing vessel was approximately 11 nautical miles off shore and began to experience engine issues which resulted in the engine shutting off. The crew was then unable to restart the engine. Another, nearby vessel, towed the fishing vessel back to port",UK,United Kingdom,Scotland,57.8285,-1.716,,,,d65e9ac6-1a51-ed11-bba2-0022481b58fd,Marine Incident,UNITED KINGDOM,Fishing Vessel,15m loa to under 24m Reg L,Fishing vessel,Trawler,Stern,,,TRUE,,21,21,200,Steel,2000,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,,Mid-water,n/a,Engine department,Engine room,,,,Unknown,,,,,,2024-10-11
b365354c-9a4f-ed11-bba2-0022481b5108,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,A dredger crew member was injured when swinging out the lifeboat.,"A crew member was undertaking a weekly swinging out of lifeboats to prove wires and sheaves and inspect for water ingress or fractures and prove limit switches.  A full safety brief was given prior to evolution.  The starboard boat swung and recovered successfully, the incident occurred whilst repeating the same evolution with the port lifeboat. The crew member then placed their hand in between the davit and the davit arm whilst the boat was being manually wound in after the limit switch had been activated.  Davit's arm crushed their right finger against the longitudinal stiffener on the davit.  Evolution was immediately stopped by OIC, the brake was released, the boat swung back out slightly, and the finger was immediately released.  First aid and cleaning of wound completed by OIC.  Shore medical assistance was sought.",UK,United Kingdom,England,50.821667,-1.303,,,,1c1696c6-9a4f-ed11-bba2-0022481b5108,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Dredger,,,,TRUE,,91,97,4100,Steel,1997,0,0,0,0,1,0,0,1,No damage,No,No,,No Pollution,12,Departure,Under PEC direction,Ship,Deck,,,,UNITED KINGDOM,Southampton,,,,,2024-09-19
28eb9087-1c51-ed11-bba2-0022481b58fd,2022-10-01,No,2022,Marine Incident,Damage / Loss Of Equipment,,,FALSE,Sailing vessel blown from mooring and required assistance to re-moor.,"A lone crew member was on a sailing vessel that was on a swinging mooring. The mooring chain failed and the vessel drifted free. The specific weather conditions are unknown but it is reported that the winds were high and the solo crew member was struggling to get the vessel onto another mooring by themselves. They requested the assistance of SAR assets and with the assistance of a SAR crew member, were able to safely moor the vessel. ",UK,United Kingdom,Wales,53.3133,-4.626,,,,eeaee8c2-1e51-ed11-bba2-0022481b58fd,Marine Incident,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Sailboat (aux. motor),,,,FALSE,,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,1,Anchored or alongside,n/a,,,,,,Unknown,,,,,,2024-10-11
d9c9a701-2051-ed11-bba2-0022481b58fd,2022-10-01,No,2022,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,Motor vessel propellers became fouled and assistance was required to free them,"A motor vessel's two propellers became fouled in the lines of marker buoys and the crew were unable to free them. The assistance of SAR assets was required to free the vessel, which then continued on its journey, unhindered. ",UK,United Kingdom,Scotland,58.952,-3.3239,,,,13dfa87c-2051-ed11-bba2-0022481b5fc8,Marine Incident,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Motorboat,,,,FALSE,,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,2,Unknown,n/a,,,,,,Unknown,,,,,,2024-10-11
791c5efe-7253-ed11-9562-0022481b50d1,2022-10-01,No,2022,Very Serious,Grounding / Stranding,Power,,FALSE,"See MAIB investigation report, when available","See MAIB investigation report, when available",UK,United Kingdom,Scotland,57.6809,-1.9416,,,,e6a18bea-7353-ed11-9562-0022481b50d1,Very Serious,UNITED KINGDOM,Fishing Vessel,15m loa to under 24m Reg L,Fishing vessel,Trawler,Stern,,,TRUE,,19,21,120,Wood,1986,0,0,0,0,0,0,0,0,Loss of ship -> Constructive loss,No,Yes,"See MAIB investigation report, when available",0.100 Cargo,4,Transit,n/a,Ship,Other,,,,UNITED KINGDOM,Eyemouth,2024-10-23,15/2024,Report,https://assets.publishing.service.gov.uk/media/671fabd1a85de589558d5de2/2024-15_OceanMaid-Report.pdf,2025-02-07
efd44d84-9053-ed11-9562-0022481b50d1,2022-10-01,No,2022,Marine Incident,Loss Of Control,Loss Of Electrical Power,,FALSE,Buoy-laying vessel suffered a blackout after the power management system failed.,"A buoy-laying vessel suffered a blackout after its power management system failed as the vessel manoeuvred in order to lift a buoy for servicing. Due to the proximity of the sand ridge shoal and the shoreline, the vessel was immediately anchored whilst the situation was rectified and power restored after 18 minutes.",UK,United Kingdom,England,51.2517,-3.8267,,,,19ac6ee8-9053-ed11-9562-0022481b50d1,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Other,,,,TRUE,,78,86,2600,Steel,1982,0,0,0,0,0,0,0,0,No damage,No,No,NA,No Pollution,23,Mid-water,No,Ship,Other,,,,UNITED KINGDOM,Swansea,,,,,2025-02-07
81a21dae-9653-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Collision,Ship Not Underway,,FALSE,A transfer vessel's wheelhouse window grazed by an offshore supply vessel's crane hook during lifting operations.,"An offshore supply vessel's crane hook hit and grazed the central wheelhouse window of a transfer vessel during lifting operations at a wind farm. No persons were injured.  During a transfer of tools to the transfer vessel, the load was unhooked and the hook swung in an uncontrolled fashion. The hook glanced off a bridge roof light on the transfer vessel before hitting the top corner of the transfer vessel's central bridge window. The window crazed but held in place. The transfer vessel returned alongside to effect repairs.",UK,,,51.741667,2.798333,,,,53eb10c4-9753-ed11-9562-0022481b50d1,Less Serious,DENMARK,Merchant Vessel >= 100gt,500gt or more,Service ship,Other offshore ship,,,,TRUE,,0,70,3800,Steel,2020,0,0,0,0,0,0,0,0,No damage,No,No,NA,No Pollution,,Mid-water,No,Ship,Other,,,,BELGIUM,,,,,,2025-02-07
81a21dae-9653-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Collision,Ship Not Underway,,FALSE,A transfer vessel's wheelhouse window grazed by an offshore supply vessel's crane hook during lifting operations.,"An offshore supply vessel's crane hook hit and grazed the central wheelhouse window of a transfer vessel during lifting operations at a wind farm. No persons were injured.  During a transfer of tools to the transfer vessel, the load was unhooked and the hook swung in an uncontrolled fashion. The hook glanced off a bridge roof light on the transfer vessel before hitting the top corner of the transfer vessel's central bridge window. The window crazed but held in place. The transfer vessel returned alongside to effect repairs.",UK,,,51.741667,2.798333,,,,fa94c46d-9753-ed11-9562-0022481b50d1,Less Serious,UNITED KINGDOM,"Small Commercial (under 100gt, excl. FVs)",,Service ship,Other,,,,TRUE,,21,21,50,Aluminium alloy,2011,0,0,0,0,0,0,0,0,Minor damage (less than material damage),No,No,Shattered wheelhouse window.,No Pollution,2,Mid-water,No,Bridge,Wheelhouse,,,,BELGIUM,,,,,,2025-02-07
d113b413-9d53-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Cruise ship passenger injured their knee while playing football.,"A cruise ship passenger was playing football on the sports court, they kicked the ball, continued running and then tried to change direction. This caused the right knee to twist. The passenger was transferred to the medical centre where they were treated for a right lateral patellar dislocation. to receive medical treatment. The passenger remained onboard. The area was inspected with no defects found, the sports court was well illuminated and with a dry deck surface.",UK,,,-24.4273,153.6945,,,,47dbf67c-9d53-ed11-9562-0022481b50d1,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,330,140000,Steel,2017,0,0,0,0,0,1,0,1,No damage,No,No,NA,No Pollution,1258,Mid-water,No,Ship,Deck,Open deck,,,AUSTRALIA,,,,,,2025-02-07
636d6848-a353-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Cruise ship passenger fractured their wrist after a fall in their cabin.,"A cruise ship passenger was walking to the bathroom in their cabin, as they stepped into the bathroom the vessel made a sudden movement that caused the passenger to lose balance and fall forwards. They tried to stop the fall by putting out their left hand but sustained a fracture to the left wrist.",UK,,,-24.793333,153.631667,,,,9a0c7f7f-a353-ed11-9562-0022481b50d1,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,250,280,100000,Steel,2002,0,0,0,0,0,1,0,1,No damage,No,No,NA,No Pollution,1064,Mid-water,No,Accommodation,Cabin space - passengers,,,,AUSTRALIA,,,,,,2025-02-07
651f6f65-6d54-ed11-9562-0022481b5519,2022-10-01,No,2022,Marine Incident,Loss Of Control,Loss Of Propulsion Power,,FALSE,Fishing vessel fouled its propeller and was towed to harbour.,A fishing vessel fouled its propeller. The anchor was down but dragging and there was concern due to the proximity of a cable. A search and rescue (SAR) vessel was tasked and towed the vessel to safety. There was no damage or injuries reported.,UK,United Kingdom,England,53.156167,0.3725,NA,,,60b082c0-6e54-ed11-9562-0022481b5519,Marine Incident,UNITED KINGDOM,Fishing Vessel,Under 15m loa,Fishing vessel,Trawler,Stern,,,TRUE,,9.9,9.9,13,GRP,1988,0,0,0,0,0,0,0,0,No damage,No,No,NA,No Pollution,2,Mid-water,n/a,Ship,Propeller/rudder/thruster,,,,UNITED KINGDOM,Grimsby,,,,,2025-02-07
01b56ecd-3c55-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Fishing vessel crewmember suffered a knife injury to their foot.,A fishing vessel crewmember stabbed their own foot with a knife whilst trying to deal with a conger eel. A search and rescue (SAR) vessel was tasked and the crewman was transferred to an ambulance in the harbour.,UK,United Kingdom,Scotland,57.370667,-5.9025,,,,c3d6e465-3d55-ed11-9562-0022481b50d1,Less Serious,UNITED KINGDOM,Fishing Vessel,Under 15m loa,Fishing vessel,Trawler,Stern,,,TRUE,,11,13,21,GRP,1987,0,0,0,0,1,0,0,1,No damage,No,No,,No Pollution,3,Mid-water,n/a,Ship,Deck,Working deck (fishing boat),,,UNITED KINGDOM,Portree,,,,,2025-02-07
957cd868-1a59-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,A cruise ship passenger fell in their bathroom,A cruise ship passenger tripped over the lip of the shower in their cabin whilst entering resulting in a fall. They were assessed by the medical crew on board and diagnosed with broken ribs. The fall was attributed to lack of attention on the part of the passenger. There were no damages or defects in the area. ,UK,,,22.8867,-109.89,,,,5b9287b5-1b59-ed11-9562-0022481b50d1,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Passenger ship,Only passenger,International,,,TRUE,,0,290,110000,Steel,2004,0,0,0,0,0,1,0,1,No damage,No,No,None,No Pollution,1049,Anchored or alongside,No,Accommodation,"Bathroom, shower, toilet",,,,UNITED STATES - US,,,,,,2024-09-19
1f6292d7-2959-ed11-9562-0022481b50d1,2022-10-01,No,2022,Very Serious,Accident to person(s),,,FALSE,A hire boat customer went missing,"A hire boat customer went missing after hiring a boat. The boat was recovered but the hire boat customer remained missing for more than 24hrs, with likelihood of being a fatality.   Missing person from a hired motorboat. The boat was recovered the next day and the occupant was recovered from the water 2 weeks later and declared deceased.",UK,United Kingdom,Northern Ireland,54.4114,-7.6867,3,,,313a6516-2b59-ed11-9562-0022481b50d1,Very Serious,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Motorboat,,,,FALSE,,0,5.7,0,GRP,Unknown,1,0,0,1,0,0,0,0,No damage,No,Yes,None,No Pollution,1,Mid-water,n/a,Ship,Deck,Open deck,,,Unknown,,,,,,2024-10-11
dac505c1-fd59-ed11-9562-0022481b5108,2022-10-01,No,2022,Serious,Collision,Ship Not Underway,,FALSE,Passenger vessel made contact with a moored passenger vessel resulting in damage and minor injuries.,"Passenger vessel was berthing when the captain switched controls from wheelhouse to starboard bridge controls and put the revs on. The captain realised the boat was steering itself hard to starboard. Steering wasn’t responding on the bridge wing so the captain ran back into wheelhouse to warn to the crew of impact. At this point the vessel, made contact with a moored passenger vessel. The berthing vessel sustained damage and some staff received minor injuries. ",UK,United Kingdom,England,51.5011,-0.0615,,,,d79a8ad3-fe59-ed11-9562-0022481b5108,Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,200gt to 499.99gt,Inland waterway vessel,Passenger,,,,TRUE,,0,30,280,Steel,1996,0,0,0,0,0,0,0,0,No damage,No,No,No damage,No Pollution,,Anchored or alongside,No,Ship,Other,,,,UNITED KINGDOM,London,,,,,2024-10-15
dac505c1-fd59-ed11-9562-0022481b5108,2022-10-01,No,2022,Serious,Collision,Ship Not Underway,,FALSE,Passenger vessel made contact with a moored passenger vessel resulting in damage and minor injuries.,"Passenger vessel was berthing when the captain switched controls from wheelhouse to starboard bridge controls and put the revs on. The captain realised the boat was steering itself hard to starboard. Steering wasn’t responding on the bridge wing so the captain ran back into wheelhouse to warn to the crew of impact. At this point the vessel, made contact with a moored passenger vessel. The berthing vessel sustained damage and some staff received minor injuries. ",UK,United Kingdom,England,51.5011,-0.0615,,,,1db5f06b-fe59-ed11-9562-0022481b5108,Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,200gt to 499.99gt,Inland waterway vessel,Passenger,,,,TRUE,,35,35,450,Steel,2011,0,0,0,0,0,0,0,0,Material damage -> Affecting performance or operational characteristics of the ship,No,No,Damage to the stbd fwrd nose and to anchor locker ,No Pollution,2,Arrival,No,Ship,Bow,Starboard,Above the waterline,,UNITED KINGDOM,London,,,,,2024-10-15
b8751163-8c5a-ed11-9561-0022481b5ab5,2022-11-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Fishing vessel crewmember sustained a back crush injury.,A fishing crewmember sustained a back crush injury after a block of ice fell in the ice locker and pinned him to the wall. The casualty was evacuated from the vessel and taken to hospital. ,UK,United Kingdom,Scotland,61.091333,-0.917667,,,,d704c959-8d5a-ed11-9561-0022481b5ab5,Less Serious,UNITED KINGDOM,Fishing Vessel,15m loa to under 24m Reg L,Fishing vessel,Trawler,Stern,,,TRUE,,16,19,170,Steel,2003,0,0,0,0,1,0,0,1,No damage,No,No,,No Pollution,,Mid-water,n/a,Ship,Other,,,,UNITED KINGDOM,Lerwick,,,,,2024-09-19
58f99690-925a-ed11-9561-0022481b5ab5,2022-10-01,No,2022,Marine Incident,Flooding / Foundering,Flooding,Progressive,FALSE,A sailing vessel started to take on water in heavy weather,"The yacht’s port hull window failed in heavy weather and the vessel began to take on water. The crew attempted to raise the alarm using VHF and but there was no response. They then successfully contacted emergency services by mobile phone. In response, the coastguard launched a lifeboat which attempted to take the vessel in tow, however on finding that there were only seven lifejackets and four man liferaft for the eight persons on board, the decision was made to evacuate the vessel. All persons were rescued and the vessel was towed to harbour. ",UK,United Kingdom,England,50.0633,-5.366733,,,,f32a3c2d-955a-ed11-9561-0022481b5ab5,Marine Incident,FRANCE,Recreational (non Commercial),,Recreational craft,Sailboat (aux. motor),,,,FALSE,,0,12,9.9,Unknown,Unknown,0,0,0,0,0,0,0,0,Material damage -> Affecting structural integrity of the ship,No,Yes,Damage affecting structural integrity of the ship.,No Pollution,8,Mid-water,n/a,Ship,Other,,,,FRANCE,,,,,,2024-10-15
10e221c4-b55a-ed11-9561-0022481b5ab5,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Buoy-laying vessel crewmember sustained a finger injury while replacing lantern.,A buoy-laying vessel crewmember sustained a finger laceration injury as a result of cutting a cable tie with a knife whilst aloft on super structure of buoy. The casualty was tasked with replacing a lantern. ,UK,,,51.651667,1.966667,,,,4042ff2a-b65a-ed11-9561-0022481b5ab5,Less Serious,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Other,,,,TRUE,,0,84,3600,Steel,2007,0,0,0,0,1,0,0,1,No damage,No,No,,No Pollution,22,Mid-water,No,Ship,Other,,,,UNITED KINGDOM,Harwich,,,,,2024-09-19
0061c4f2-605b-ed11-9562-0022481b50d1,2022-10-01,No,2022,Less Serious,Accident to person(s),,,FALSE,Recreational sailing vessel crewmember was evacuated from vessel following a head injury.,A recreational sailing vessel crewmember fell and hit the back of their head and reportedly lost consciousness. Lifeboats were tasked and a paramedic was winched onto lifeboat to assist the casualty who was passed ashore into the care of the ambulance service. ,UK,United Kingdom,England,50.671,-1.732333,,,,1d4ecb86-615b-ed11-9562-0022481b50d1,Less Serious,UNITED KINGDOM,Recreational (non Commercial),,Recreational craft,Sailboat (aux. motor),,,,FALSE,,0,11,25,Unknown,Unknown,0,0,0,0,1,0,0,1,No damage,No,No,,No Pollution,5,Mid-water,n/a,Ship,Other,,,,UNITED KINGDOM,Cowes,,,,,2024-08-21
4741636a-695b-ed11-9562-0022481b50d1,2022-10-01,No,2022,Marine Incident,Flooding / Foundering,Flooding,Progressive,FALSE,Fishing vessel was taking on water but managed to control ingress using pumps.,A fishing vessel called mayday as they were taking on water in the engine room. ALB was tasked but the vessel managed to get the ingress under control with the use of pumps and made their own way to their destination. ,UK,United Kingdom,England,50.695167,-0.187833,,,,458e0836-6a5b-ed11-9562-0022481b50d1,Marine Incident,UNITED KINGDOM,Fishing Vessel,Under 15m loa,Fishing vessel,Dredger,,,,TRUE,,14,14,48,Steel,2005,0,0,0,0,0,0,0,0,No damage,No,No,,No Pollution,3,Mid-water,n/a,Engine department,Engine room,,,,UNITED KINGDOM,Shoreham,,,,,2024-09-19
a457dc54-265c-ed11-9561-0022481b5ab5,2022-10-01,No,2022,Marine Incident,Damage / Loss Of Equipment,,,FALSE,A container vessel had two unsafe pilot ladders,"A container vessel had two non-SOLAS compliant pilot ladders. The starboard ladder had uneven steps, was not secure, the steps were not secured and moved around. The ladder had no approval plate visible. The side ropes were not a continuous length of rope. The pilot refused to board on the starboard pilot ladder. The vessel rigged a different pilot ladder on the port side. The construction was 'questionable' but due to favorable weather conditions, the pilot decided to board. Both ladders were later replaced before the vessel departed. ",UK,United Kingdom,England,51.5033,0.6246,,,,e11253fe-265c-ed11-9561-0022481b5ab5,Marine Incident,CYPRUS,Merchant Vessel >= 100gt,500gt or more,Cargo ship,Solid Cargo,Container Ship,,,TRUE,,170,180,31000,Steel,2021,0,0,0,0,0,0,0,0,No damage,No,No,Poor condition equipment,No Pollution,,Arrival,Yes,Ship,Deck,Open deck,,,MOROCCO,,,,,,2024-09-19
420abc87-2b5c-ed11-9561-0022481b5ab5,2022-10-01,No,2022,Marine Incident,Accident to person(s),,,FALSE,A fisheries research vessel crewmember sustained a minor facial injury,"On board a fisheries research vessel, a crew member sustained a minor facial injury after a webbing strop got caught, causing a wire to flip up under tension and catch the seafarer on the cheek. First aid was given on board and the crew member returned to duty within 72 hours. There was no damage. ",UK,,,50.155,-2.7667,,,,bc7eaed1-2b5c-ed11-9561-0022481b5ab5,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Research ship,,,,TRUE,,67,73,2900,Steel,2003,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,32,Mid-water,No,Ship,Deck,Open deck,,,UNITED KINGDOM,Falmouth,,,,,2024-09-19
5d7fa2fa-2c5c-ed11-9561-0022481b5ab5,2022-10-01,No,2022,Marine Incident,Accident to person(s),,,FALSE,A fisheries research vessel crewmember sustained a minor injury to leg,"On board a fisheries research vessel a crew member sustained a minor sprain injury during redeployment of the clump weights while shooting the pelagic trawl gear. The shoot was paused as the clump weights were brought back inboard to redeploy in the correct position. The vessel was yawing due to following sea. The crewmember approached the weights and associated wire at the same time as another crewmember was unclipping the weights. The wire came free and caught the injured crewmember below the right knee, resulting in a sprain injury. ",UK,United Kingdom,England,50.045,-4.65,,,,7914b832-2d5c-ed11-9561-0022481b5ab5,Marine Incident,UNITED KINGDOM,Merchant Vessel >= 100gt,500gt or more,Service ship,Research ship,,,,TRUE,,67,73,2900,Steel,2003,0,0,0,0,0,0,0,0,No damage,No,No,None,No Pollution,32,Mid-water,No,Ship,Deck,Open deck,,,UNITED KINGDOM,Falmouth,,,,,2024-09-19
