Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013232","1","MSC ENGLAND (IMO 9232890)","MSC ENGLAND: SOLAS","LBR","2021-04-30 09:30","Very serious","405270N 0292010E","TGE Shipyard Tuzla, Turkey","1","0","Fatal Fell form Monkey Island","On April 30 2021, at about 0930 LT, the Ordinary Seaman (O/S) fell from monkey island, while the vessel at TGE Shipyard Tuzla, Turkey (Lat 40-52.7N Long 029-20.1 E), from Iskenderun, Turkey since March 2021. The O/S who was assigned to paint the orange color band at the bridge front from the monkey Island had fallen down onto the lashing boxes at the Bay 46 hatch cover. Shortly after the shore Paramedics came on board and the injured O/S was transferred to a local hospital where he was pronounced deceased. ","Container Ship","Loss of life","39812","DNV GL AS","51020","","27","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-08-22",""
"C0013256","1","ARIN (IMO 9295048)","ARIN: SOLAS","LBR","2021-04-29 16:14","Serious","322200N 0151300E","Misurata Port","0","0","Collision","During the maneuvering of the tanker’s on the berth on (tanker’s port-side), the wind was strong from the direction of the stern of the tanker (SE-27knots), which increased in the process of the tanker rushing quickly towards the berth, and strong collision with the oil platform (dolphin), and the damage as follow :
There is damage to the tanker (a deep crack on the right and left side towards the bow water tank and above the water line), and serious damages to the oil platform from the side of the dolphin point ‘ 
No human damage, No environmental pollution, and There is no ship/marine unit involved in the accident.","Products Tanker","","22184","","34620","","22","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013785","2","ILGWANGHO (-), SUNNY ROSE (IMO 9738765)","ILGWANGHO: Unknown/unspecified, SUNNY ROSE: SOLAS","PAN","2021-04-29 03:10","Serious","371988N 1263554E","About 1 miles off from the Hanjin Container Terminal on the channel (Fairway No.3)","1","0","Collision","Container vessel, M.V. “SUNNY ROSE” laden with containers of 534 teus (6,824 tons) departed from the Shanghai, China and arrived at Incheon, Korea as a liners schedule, and then berthed alongside Hanjin Container Terminal of Songdo New Port at 1254 hours on 28th April 2021 LMT (UCT+9, hereafter the time is mentioned LMT) and commenced cargo operation from 1356 hours on same date.

In order to depart from Incheon, the vessel has prepared to notify to engine department and checked/tested all navigation equipment as per the required SMS manual at 0100 hours on 29th April and then S.B.E. at 0200 hours on same date. Subsequently the cargo operation was completed at 0230 hours and then pilot came on board at 0254 hours on same date.

The vessel laden with containers of 326 teus (4,657 tons) departed from this port bound for Daesan, Korea with draft, fore 5.70 meters & aft 6.89 meters, at 0300 hours on 29th April 2021. Subsequently the vessel had various heading course 245-260 degrees with speed about 10-11.5 knots in traffic zone (New Port Fairway) by command of pilot until the collision time of about 0310 hours on 29th April and the weather condition at the time is good with visibility over 5 miles.

The vessel identified that a small fishing boat with lights “ILGWANGHO” was approaching to her starboard bow of the vessel “SUNNY ROSE” at about 2-3 miles off & 1 O’clock direction, and the boat proceed to the vessel at speed more than 20 knots and there is CPA of 0.2-0.25 miles off on the vessel’s starboard. The fishing boat’s navigation lights were invisible and only bright lanterns were lit, also the information for the boat was not shown on the vessel’s navigation equipment, such as ECDIS, AIS & etc., so regarding the boat, master of the vessel called/asked to VTS by VHF, but they did not know the boat itself and the vessel could not contact with the fishing boat.

The vessel passed a green buoy light on her starboard and proceed to heading course 260 degrees in the narrow channel (Fairway No.3) by command of pilot with master in attendance, they were paying attention to the fishing boat’s movement and understood the boat would be passed on her starboard. At close distance to the boat, the boat suddenly changed/approached to her starboard and then touched to the vessel’s fore starboard shell plate, then several seconds later, the bright lanterns of the boat were not able to see at the time and expected the boat to be capsized.

At that moment of 0310 hours on 29th April 2021, the vessel steered variously course to hard port / midship / hard starboard by command of pilot and stop engine in order to avoid collision accident and to reduce the extent of the accident.

At about 0313 hours on same date, the vessel reported to the VTS and Incheon Coast Guard the accident of collision which was not occurred oil pollution, subsequently the Coast Guard boat and helicopter came to near on the vessel in order to rescue crew of the fishing boat.

At about 0335 hours on same date, two(2) crew members on board the fishing boat, such as one(1) man & one(1) woman, were rescued by the Coast Guard and they were transported to hospital by ambulance, in which a women died on the way.
","Container Ship (Fully Cellular)","Loss of life","9865","Nippon Kaiji Kyokai (NKK)","12419","","18","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-23",""
"C0013696","1","MCC TOKYO (IMO 9823728)","MCC TOKYO: SOLAS","PAN","2021-04-28 01:40","Very serious","221989N 1140700E","KWAI TSING CONTAINER TERMINAL, HK","1","0","An ordinary seaman was hit by a shackle during securing ship's crane.","On 28 April 2021, a fatal accident happened on board a Panama registered container ship “MCC Tokyo” (the vessel) while berthing at the Kwai Tsing Container Terminal, Hong Kong.  An ordinary seaman (OS) was hit by a shackle (the shackle), which was connected to the cargo block of the No.3 ship crane (the cargo block) through a plastic-coated wire loop (the wire) secured with the bulldog grips, falling from a height of about 20 metres above him.
On the day of accident, the cargo operation of the vessel was completed and was being prepared for departure from the Kwai Tsing Container Terminal.  The OS was assigned to assist in securing the No.3 ship crane (the crane) with the lashing ropes onto the lashing bridge before sailing.  After linking the lashing ropes to the cargo block, an able seafarer deck operated the crane to lift the cargo block until the lashing ropes were in tension.  All of a sudden, the wire slid out of the bulldog grips and dropped from a height of about 20 metres.  The shackle connected to the lashing rope with the bulldog grip hit the OS who was working on the lashing bridge underneath the crane.  The OS was evacuated to a local hospital for emergency medical treatment, but he was declared dead on the same day.
","Container Ship (Fully Cellular)","Loss of life","32828","Nippon Kaiji Kyokai (NKK)","37621","","1","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-01-13",""
"C0013528","1","RIVERSIDE (IMO 9412464)","RIVERSIDE: Unknown/unspecified","MLT","2021-04-28 00:00","Serious","404125N 0291931E","Coastal waters (within 12 miles)","2","0","","On 28 April 2021, the fitter overhauled an air start valve and lapped the spindle and valve seats. Satisfied that the valve was tight, the fitter assembled the valve. In the process, he noticed a piece of cotton entrapped between the spindle and the valve seat. He therefore connected control air to the valve and when the spindle opened, he inserted his thumb in the gap to remove the cotton. It was at this time that the air hoses quick-acting coupling disconnected unexpectedly. The spindle closed on the fitters thumb, causing severe injuries.","Oil Tanker","Serious injuries","62856","[Other]","115406","","21","0","0","0","0","0","1","0","0","2022-04-29",""
"C0013596","2","A SYMPHONY (IMO 9249324), SEA JUSTICE (IMO 9309514)","A SYMPHONY: SOLAS, SEA JUSTICE: Unknown/unspecified","LBR,PAN","2021-04-27 08:51","Very serious","354400N 1205840E","0Nautical Miles South of Chaolian Island, China","1","0","Collision","The Panama Registered General Cargo Ship SEA JUSTICE (IMO 9309514) collided with the Liberian registered Oil Tanker A SYMPHONY (IMO 9249324) at approximate position Latitude 35o 44.0’ N, Longitude. 120o 58.4’ E at about 0851 LT (all times are expressed in local time) on April 27, 2021. The A SYMPHONY was at anchor in the Qingdao Anchorage, China, and the SEA JUSTICE was underway at about 12 knots in dense fog. 

There were no reported injuries, and no loss of life. There was a serious pollution incident as the number 2 starboard oil tank on the A SYMPHONY was damaged, and about 9000 tons of oil spilled into the sea. 

Both ships were damaged. The A SYMPHONY was ordered to an anchorage position for inspection and repair. After inspection by the local authorities, the A SYMPHONY was allowed to proceed to port to discharge its cargo and for repairs.

This report is based on the information collected immediately after the accident form the operators of the A Symphony and the reports provided by the operators of the SEA JUSTICE and the Local Authorities. 

Due to COVID the Liberian Administration was not able to send an investigator to attend the A SYMPHONY after the collision before the change of ownership in July 27, 2022.

The Liberian Administration did conduct a remote safety inspection on the A SYMPHONY on June 22, 2021 with the assistance of the Master and the Company.  The vessel was found in compliance.

The Liberian Administration has no final investigative report from the operators of the A SYMPHONY and the vessel changed owners and managers on July 27, 2022. 

","Crude Oil Tanker","Pollution,Ship remains fit to proceed","79525","Bureau Veritas (BV)","149995","Crude Oil","25","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-27",""
"C0013700","1","WISDOM (IMO 9182069)","WISDOM: SOLAS","PAN","2021-04-24 00:00","Very serious","351517N 0355518E","Syrian Arab Republic","0","0","Fire or explosion","The ship sustained an explosion and subsequently caught fire in a cargo tank while anchored in the Mediterranean Sea W of Jableh, Syrian Arab Republic in LAT. 35 15' 17"" N, LONG. 035 55' 18"" E PM, on 24 April 2021.
The vessel was conducting STS oil transfer operations with MT 'ARMAN 114' at the time of the incident. Local authorities dispatched a helicopter to the scene. The blaze was extinguished later the same evening. The extent of damage is unknown. The explosion was reportedly due to welding work being carried out in the cargo tank. 2 crew and a local worker died. No pollution was reported. Investigation effected.","Products Tanker","Loss of life","28077","","45908","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013506","1","VAN STAR (IMO 9573842)","VAN STAR: Unknown/unspecified","PAN","2021-04-22 00:00","Less serious","492100N 0005900E","Inland waters","2","0","","On Thursday 22 April 2021, the bulk carrier VAN STAR was sailing up the Seine River bound for Rouen. During the second pilot changeover, the boarding pilot climbed the pilot ladder but before transferring to the accommodation ladder, lost his balance and suddenly let go of it. He fell heavily on the launch which was providing the service of boarding and disembarking the pilots in the port of Rouen. The pilot had been evacuated to Rouen hospital where, suffering from fractures, he underwent surgery followed by a period of rehabilitation before regaining his fitness and resuming his duties.","Bulk Dry (general, ore) Carrier","Serious injuries","34778","","61508","","","0","","0","0","0","0","0","1","2022-07-13",""
"C0013246","1","NING MAY (IMO 9891866)","NING MAY: SOLAS","LBR","2021-04-20 10:25","Very serious","223609N 1201269E","At Sea","0","0","Able Seafarer fell into the cargo hold","On April 20, 2021, at about 1025 LT, the Able Seafarer (AB) fell into the cargo hold No.3 when the vessel anchored at Kaohsiung No.2 Anchorage position Lat 22-36.1 N Long 120-12.7 E while the crews were assigned to wash down and clean the cargo holds No.2, 4 & 6. The cargo holds No. 1,3,5 & 7 are to be opened for ventilation. The AB was found lying on top of Coal cargo inside cargo hold No.3 unconscious. No witness saw how the AB fell into the cargo hold. The injured AB was airlifted by helicopter to the hospital. Later local agent reported that the injured AB passed away at the hospital. ","Bulk Carrier","Loss of life","49206","Bureau Veritas (BV)","85206","Coal","","","","1","","","","","","",""
"C0013529","1","CARIBBEAN HARMONY (IMO 9458468)","CARIBBEAN HARMONY: SOLAS","HKG","2021-04-16 09:10","Very serious"," ","Onsan Zink terminal in Port of Onsan, Republic of Korea","1","0","Falling at height","On 14 April 2021, the Hong Kong registered multi-purpose dry cargo ship “Caribbean Harmony” (the vessel) berthed at the Onsan Zink terminal in Port of Onsan, Republic of Korea, and commenced cargo discharge on the same day.
At 0910 hours on 16 April 2021, the charterer’s representative (the representative) boarded the vessel to check the lashing equipment (the equipment) located at the tween deck in the No.1 cargo hold (the hold) for unloading it ashore. The Chief Officer (the C/O) asked the representative to come back later because the crew members were shifting pontoons. However, the representative insisted on taking pictures and checking the equipment immediately. The Third Officer (the 3/O) then accompanied the representative to enter the hold as ordered by the C/O and warned the representative many times not to go near the edge of the tween deck of the hold because of the potential danger of falling but was ignored. At 0915 hours, the representative suddenly fell from the tween deck to the bottom of the hold from the edge of the tween deck opening. The 3/O reported the accident to the C/O immediately and performed Cardiopulmonary Resuscitation (CPR) on the representative at the spot. Afterwards, the representative was transferred to a local hospital for emergency medical treatment. Unfortunately, the representative was later declared dead on the same day.","General Cargo Ship","Loss of life","22362","","31777","","18","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-05-04",""
"C0013699","1","KHANG ANH 189 (IMO 8669486)","KHANG ANH 189: SOLAS, SITC KAWASAKI: Unknown/unspecified","VNM","2021-04-15 04:21","Very serious","094200N 1065100E","Viet Nam","0","0","Sinking","The Ship had a collision with MV 'Sitc Kawasaki' and sank in the south China sea 16 miles SE of Thanh Phu, Ben Tre, Viet Nam in LAT. 09 42' 00"" N, LONG. 106 51' 00"" E, at 0421 HOURS LT (UTC+7) ON 15 April 2021.
Sustained severe damage and took water before sinking. MV 'Sitc Kawasaki' rescued 10 crew'. The 11th crew member went missing. Viet Nam MRCC despatched 2 rescue vessels, 'SAR 413' & 'SAR 272', to conduct SAR operations. The body of the missing crew member was found in the sunken wreck at 0945 hours LT on 19 April 2021. Investigation effected.
","General Cargo Ship","Loss of life","1583","","3075","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013809","1","MSC SUEZ (IMO 8918978)","MSC SUEZ: SOLAS","PAN","2021-04-14 18:40","Very serious","543400N 0111300E","AT EASTERN PART OF BALTIC SEA","1","0","Occupational Accident","The MSC SUEZ with IMO no. 8918978 was engaged on a voyage from Antwerp,
Belgium to Saint Petersburg, Russia, covering a total of approximately 1,528
nautical miles.

The voyage was done loaded with containers with a total deadweight of 33,145 mt.
During the voyage four (4) additional sub-contracted welders were onboard to
carry out steel works on a number of ballast tanks.

On the 14th April 2021 two of the welder subcontractors were working inside the
ballast tank no, 6 stbd.

Works were carried out at the top of the tank with a wooden floor erected onto
longitudinal stiffeners between the hull and the double hull.

On the afternoon one of the 14th April 2021 one of the welders left the tank while
the other remained working inside.

One hour later the welder returned to the tank seeing that the second welder was
not inside. Thinking he had gone for dinner the left the tank and proceeded to the
mess room.

During dinner it was advised that one welder never showed up for dinner.

Two (2) of the welders went back to the ballast tank noticing that the missing
welder was lying on the bottom of the tank.

Crew was alerted immediately and Chief Officer was sent to the tank with the
onboard medical team to assist.

Despite all attempts to reanimate the welder, he did not response and based on all
advice given by remote medical assistance he was declared dead.

The body of the welder was lifted and transferred to the ship´s provision chamber
under controlled temperature.","Container Ship (Fully Cellular)","Loss of life","37071","DNV GL AS","47120","","26","4","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-08",""
"C0013507","1","CELEBRITY SUMMIT (IMO 9192387)","CELEBRITY SUMMIT: Unknown/unspecified","MLT","2021-04-14 00:00","Less serious","260517N 0800701W","Port","2","0","Accidents with life-saving appliances","At about 1003 (LT) on 14 April 2021, while one of Celebrity Summits rescue boat was being hoisted back to its nesting position after a dynamic test on the davit winch brake had been completed, the wire snapped. The boat fell into the water from deck no. 5. The vessel was moored alongside at Port Everglades, Florida. The boat was eventually recovered. None of the crew members suffered any injuries, but the rescue boat sustained structural damages to its hull. The MSIU found that although the hoisting button on the winch control had been released, the winch did not stop and eventually, the steel wire failed. Microscopic analysis of the contactor revealed signs of worn and welded contacts tips. The wire ropes condition did not contribute to the accident.","Passenger Ship","Ship remains fit to proceed","91003","Lloyd's Register (LR)","11788","","93","0","1","0","0","0","0","0","0","2022-04-30",""
"C0013621","1","HILDA (-)","HILDA: Non-SOLAS","ARG","2021-04-13 17:25","Very serious","331319S 0592150W","Aguas Interiores, Puerto Ruíz, Río Gualeguay Km 334 margen derecha.","1","0","Capsizing / listing","El día 13/04/21 aproximadamente a las 1700 horas el B/M HILDA, tipo corral, atracó en Puerto Ruiz, Km 334 del Rio Gualeguay, margen derecha, provincia de Entre Ríos. A las 1725 horas mientras descargaba ganado en pie, el buque se escoró a estribor hasta dar vuelta campana. Las personas a bordo abandonaron el buque arrojándose al agua sin registrar víctimas fatales entre ellos.","Other Dry Cargo (livestock, barge, heavy cargo, etc.) Carrier","Total loss of the ship","","[No class]","","","2","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-20",""
"C0013217","1","SEACOR POWER (IMO 8765682)","SEACOR POWER: Unknown/unspecified","USA","2021-04-13 00:00","Very serious"," ","Off Louisiana, United States","0","0","Capsizing / listing","The  129-foot offshore Construction ship, Seacor Power capsized off the Louisiana coast, United States on 13 April 2021 in hurricane-force winds.  

There were 19 people on board the ship when it left from Port As result of the capsizing. The occurrence resulted in one loss of life and 12 missing.

6 people were rescued. ","Offshore Construction Vessel, jack up","Loss of life,Total loss of the ship","2276","","695","","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013649","1","DS SOFIE BULKER (IMO 9310604)","DS SOFIE BULKER: SOLAS","MHL","2021-04-12 17:30","Unspecified","102339S 0002470W","South Atlantic Ocean","1","0","Fall from Height","C/O fell from first platform inside cargo hold to the tank top while observing working being done in the hold. The C/O subsequently died as a result of the injuries sustained from the fall.","Bulk Carrier","Loss of life","17663","Nippon Kaiji Kyokai (NKK)","28682","Dry Bulk","21","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-10-18",""
"C0013757","1","Viking Norsafe JYN-57 MKI (-)","Viking Norsafe JYN-57 MKI: Unknown/unspecified","SWE","2021-04-12 09:14","Very serious","592053N 0180721E","Port","1","0","Capsizing / listing","On 12 April 2021, a refresher course in the operation of survival craft and rescue boats was conducted at a training centre in Frihamnen harbour in Stockholm. One of the practise sessions was an exercise in rescuing survivors from the water using a lifeboat. The lifeboat was a totally enclosed model with side hatches that is intended for a maximum of 26 persons. The lifeboat was also approved for use as a rescue boat. During the exercise, the lifeboat started listing heavily and became flooded with water through a side hatch. Three people ended up in the water and the lifeboat had to be abandoned. None of those on board suffered any injuries. During the occurrence, the lifeboat was lightly loaded, with few persons on board in comparison to the capacity of the lifeboat. Some of the basic equipment such as water, provisions etc. was not on board either. All the hatches were open to allow the participants to practise bringing casualties on board out of the water. The forces that arose when the participants in the exercise moved around in the boat resulted in a change in the centre of gravity, which led to the lifeboat starting to list heavily and to the edge of the side hatch ending up under the waterline. The lifeboat complied with applicable stability requirements. Nevertheless, the investigation shows that, under certain conditions, this type of lifeboat has a small stability margin. This means that small forces are able to generate large angles of heel and that, under certain conditions, lifeboats of this type are able to take on water and heel over if the boat is being manoeuvred with open side hatches. This is especially the case when the lifeboat is lightly loaded with few persons on board. It is reasonable to assume that other lifeboats of similar types and sizes may have similar stability properties. The accident was caused by the lifeboats stability properties, which meant that small changes in centre of gravity gave rise to large angles of heel. When those on board moved around in the lifeboat in order to allow the helmsman to be changed, the centre of gravity moved upwards. This led to the boat heeling heavily, taking on water through an open side hatch and heeled over. At system level, the accident was caused by insufficient stability requirements for small, enclosed lifeboats with side openings near the gunwale.","Other Activities Ships","","","","","","","0","","0","0","0","0","0","0","2023-02-08",""
"C0013221","1","ASIAN CHAMPION (IMO 9474656)","ASIAN CHAMPION: SOLAS","SGP","2021-04-12 08:06","Very serious","060142S 1055627E","Asahimas Subentra Chemical Port","1","0","Fatality onboard","A crew was hit by ship crane whilst working onboard. After taken to the hospital, the crew was declared death on arrival (DOA).","Bulk Carrier","Loss of life","33035","DNV AS (DNV)","56562","","1","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-24",""
"C0013620","1","UR ERTZA (IMO 7416210)","UR ERTZA: Non-SOLAS","ARG","2021-04-07 19:39","Very serious","380197S 0573084W","Mar Argentino, Rada exterior del puerto de Mar del Plata.","1","0","Man overboard","El día 07 de abril de 2021 a las 19:22 horas el buque pesquero UR ERTZA, bandera argentina, zarpó del puerto de Mar del Plata con destino a zona de pesca.
A las 19:39 horas, y a aproximadamente 800 metros al noreste de la baliza de la escollera norte, un marinero cayó por la banda de estribor desde la cubierta elevada a la altura de la planchada. A las 23:15 horas se halló el cuerpo sin vida del tripulante.","Fish Factory Ship / Fish Carrier","Loss of life,Ship remains fit to proceed","403","","213","","20","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-20",""
"C0013787","2","IVY ALLIANCE (IMO 9473834), RICH RAINBOW (IMO 9800659)","IVY ALLIANCE: Unknown/unspecified, RICH RAINBOW: SOLAS","MHL,PAN","2021-04-07 08:45","Serious","143189N 1205209E","at Manila Bay","1","0","Collision","The Panamanian oil/chemical tanker “ RICH RAINBOW “ (RR) ,IMO Nr.9800659 owned by Rich Ocean Shipping Incorp. (Panama), IMO Company Nr. 1213551 and managed by Fuyo Kaiun of Osaka (Japan), IMO Company Nr. 0209082, classed by Nippon Kaiji Kyokai (NKK), has suffered a collision while she was laying afloat and transiting outbound from Manila Bay anchorage with a speed of 6,4 knts  to her route ( 210°), with Mv IVY ALLIANCE (IA) – IMO Nr. 9473834 of Marshall Islands flag while she was incoming to the port of Manila with a cargo of coal .
The vessel (IA) was enroute from Kalimantan ( Indonesia) to Zhenjiang ( China) and had already passed, geographically, the Manila bay area being already enough to the north but seems she turned back in the moorning of April 7th toward Manila Bay most probably for a crew change and supplies.
At time of the casualty, she(RR) was partially laden of 37.517 Mtons of Premium Diesel , with a draft of 10,80 mtrs forward and 11.11  meters even aft  and  807 Mtons of  LSFO and 358 Mtons of LSMGO.
The geographical position were the collision occurred is : Lat. 14° 31’,4 North and Long. 120° 51,5’ East. 
The weather conditions at time of casualty were partially cloudy, good visibility, moderate to fresh east wind and slight sea.
There are no issues for the vessel maneuvering, however the vessel has sustained heavy hull damage at her starboard WBTs No. 3,4,5 about 4 meters above water level and about 2 meters from upper deck. No pollution or injury was resulted due to the said incident.
","Chemical/Products Tanker","Ship rendered unfit to proceed","29513","Nippon Kaiji Kyokai (NKK)","49999","","23","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-24",""
"C0013504","1","RAPALLO (IMO 9413690)","RAPALLO: Unknown/unspecified","MLT","2021-04-07 00:00","Serious","023470N 1014289E","Port","3","0","","On the evening of 07 April 2021, Rapallo was berthed at Port Dickson, Malaysia. The fourth engineer and an oiler were tasked with the internal transfer of fuel oil. At one point in time, the oiler on duty heard a strange noise. On investigating, he found that fuel oil was spilling around the engine-control room platform. The fire alarm had activated, and the accident was reported to the master. When the chief officer went to assist in the engine-room, he noticed that both the fourth engineer and the oiler had suffered burns from the hot fuel oil. First aid was immediately provided and eventually, both crew members were transferred to a local hospital. Upon inspection of the engine-room, it was observed that the fuel oil spillage originated from an open manhole cover on fuel oil settling tank no. 1.","Bulk Dry (general, ore) Carrier","Serious injuries,Ship remains fit to proceed","40298","American Bureau of Shipping (ABS)","75123","Dry bulk","20","0","0","0","0","0","2","0","0","2022-04-11",""
"C0013209","1","EEMSLIFT HENDRIKA (IMO 9671486)","EEMSLIFT HENDRIKA: SOLAS","NLD","2021-04-05 00:00","Serious"," ","60nm west of the Norwegian coast ","0","0","Shifting cargo and listing","The Netherlands flagged MV Eemslift Hendrika, while en route to Kolvereid (Norway), had cargo shift causing a list in a stormy weather  on 05 April 2021.

No reports of injuries or casualties.
No reports of pollution ","General Cargo Ship","Ship rendered unfit to proceed","5460","","4200","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013251","1","OLIVIA (-)","OLIVIA: Unknown/unspecified","DNK","2021-04-04 01:00","Very serious","561053N 0121161E","Open sea","1","0","Capsizing / listing","Ship sank. One fisherman onboard. He was resuced by helicopter from the water, but did not survive.","Fish Catching Vessel","Loss of life,Ship rendered unfit to proceed,Total loss of the ship","4.6","","","","1","0","0","1","0","0","0","0","0","2021-06-08",""
"C0013855","2","LS JAMIE (IMO 9418937), Z.85 - ALEXIS II (-)","LS JAMIE: Unknown/unspecified, Z.85 - ALEXIS II: Unknown/unspecified","BEL,GIB","2021-03-31 03:31","Less serious","512700N 0020900E","Open sea","1","0","Collision","On March 31st, 2021, at 03:12 hours, mts LS JAMIE and fv Z.85 - ALEXIS II collided inside the Dover Strait Traffic Separation Scheme, 25 nm North of Dunkerque Port Ouest. Mts LS JAMIE was in ballast condition and bound for Saltend, UK. She was eastbound following Dover Strait TSS. Fv Z.85 - ALEXIS II was underway from the port of Dunkirk to fishing grounds in the UK. The fishing vessel was crossing Dover Strait TSS, on a course of 345. As a consequence of the collision, mts LS JAMIE was scratched on the SB hull plates near the bow. Mts LS JAMIE continued her voyage by her own means. Fv Z.85- ALEXIS II was damaged on PS approximately 1 m from the PS bow and the hull was cracked at PS winch opening. The PS funnel was partly teared off. All damages were situated above the waterline. No water had penetrated the vessel. Fv Z.85 - ALEXIS II returned to the port of Dunkirk by her own means","Fish Catching Vessel","Ship remains fit to proceed","25","","","","","0","","0","0","0","0","0","0","2023-08-01",""
"C0013498","1","KIRAN AFRICA (IMO 9491173)","KIRAN AFRICA: Unknown/unspecified","MLT","2021-03-31 00:00","Serious","101619S 0331369W","Open sea","2","0","","On 31 March 2021, Kiran Africa was enroute to Agadir, Morocco. At about 1345, the bosun working in one of the cargo holds, lost balance and fell from a height. He remained conscious but in severe head, back and chest pains. He was administered first aid and eventually air lifted for further treatment. The safety investigation revealed that just before the fall, the bosuns safety harness was not secured to a fixed point, whilst he was shifting his position.","Bulk Dry (general, ore) Carrier","Serious injuries","43439","Bureau Veritas (BV)","79105","Dry bulk","18","0","0","0","0","0","1","0","0","2022-03-30",""
"C0013680","1","SEOUL EXPRESS (IMO 9193305)","SEOUL EXPRESS: Unknown/unspecified","DEU","2021-03-27 08:00","Very serious","245589N 1131489W","Open sea","1","0","","An AB fell from a vertical ladder inside a cargo hold companionway, where he was proceeding to measure the temperature of DG-containers. As a result of the accident, the AB died on site.","Container Ship","Loss of life","54465","[Other]","66971","","25","0","0","1","0","0","0","0","0","2022-12-14",""
