Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013646","1","TITRAN (IMO 9100188)","TITRAN: Unknown/unspecified","NOR","2022-03-06 00:00","Very serious","662659N 0125950E","Archipelagos","2","0","","On Sunday 6 March, the cargo ship MV Titran was en route to Halsa in Mely municipality to unload fishmeal at a factory. The deck crew were in the process of readying the cargo hatches by removing wedges and other sea fastening equipment on the hatch deck. A member of the deck crew fell overboard as he was moving from the hatch deck down to the main deck. None of the other crew members witnessed the incident, and it consequently took about 20 minutes before they realised that the deck cadet was missing. Shortly after it was discovered that the cadet was missing, the rescue services were notified, and the captain turned the vessel. Due to uncertainty about when the cadet fell overboard, the search area was initially set too far north. After approximately two hours, the correct time was determined using the ships CCTV footage, and vessels were deployed to search further south where the cadet had fallen overboard. A coverall and protective shoes were found, but not the missing person. Preparing for unloading was considered a routine operation by the crew and shipping company, and they had therefore not considered or identified any risk reduction measures relating to this type of operation. No special safety measures had been introduced to prevent crew members falling overboard from the hatch deck, nor had sufficient measures been taken to reduce the consequences of falling into the sea. The risk associated with routine tasks becomes normalised in the individual over time, resulting in the risk gradually being ignored or not perceived. Shipping companies and other stakeholders must therefore consider the need for risk assessments and safe job analyses in all areas of operation that may entail risk, including those defined as routine operations. The vessel had no physical safety barriers against falling overboard from the hatch deck, only railings on the main deck along the cargo hatches. The NSIA considers that the way the deck was designed, with a short distance from the outer edge of the hatch deck to the railings at a considerably lower level, was inexpedient in relation to the work to be performed, and that it entailed a risk of falling overboard. However, this is not an unusual design for this type of ship. As the crew did not witness the missing person fall overboard, it was impossible for them to estimate the exact time of the incident. The NSIA believes it is essential for the crew of a vessel to clearly communicate any uncertainty about when a person fell overboard to the rescue services, so that the search area can be defined accordingly. The shipping company has implemented several measures to help to improve safety since the accident.","General Cargo Ship","Loss of life","2744","","4775","","","","","1","0","0","0","0","0","2022-10-13",""
"C0013762","1","KEY BORA (IMO 9316024)","KEY BORA: SOLAS, VIRAGE: Unknown/unspecified","GIB","2022-02-25 14:15","Less serious"," ","Rotterdam","0","0","","Minor oil spill of MGO upon completion of bunkering operations in the port of Rotterdam, Vlaadingen from bunker barge ""VIRAGE"" on 25.02.2022 at 14:15 LT (13:15 UTC).
Estimated amount of MGO spilled overboard approx. 20-50 ltrs. Local authorities, P&I were informed. 
","Chemical/Products Tanker","Pollution","2627","","3502","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013778","1","Pearl LNG (IMO 9862346)","Pearl LNG: Unknown/unspecified","MLT","2022-02-23 14:35","Serious","465389N 0064119W","Open sea","1","0","","Shortly after 1430 (LT) on 23 February 2022, three crew members on board the Maltese-registered LNG carrier Pearl LNG, were involved in an accident, about 185 nautical miles West Southwest of Saint Nazaire, France. At the time, the crew members were attempting to remove an inspection cover on one of the vessels hydrophores, when the cover dislodged violently from the hydrophore. The safety investigation established that the hydrophore was still pressurised when the cover was dislodged, with all its securing bolts removed.","Liquefied Gas Tanker","Serious injuries","115345","American Bureau of Shipping (ABS)","88592","Liquefied gas","28","0","0","0","0","0","3","0","0","2023-03-15",""
"C0013711","1","VANDON ACE (IMO 8919958)","VANDON ACE: SOLAS","MNG","2022-02-23 13:58","Very serious","085922N 1092628E","Viet Nam","0","0","Sinking","The ship sustained main engine failure, developed 15 degree list and sank in the South China sea 155 miles SE of Phan Thiet,  Viet Nam, In LAT. 08 59' 22"" N, LONG. 109 26' 28"" E at 13:58 hours LT (UTC+7) on 23 February 2023 in heavy weather.
All 19 crew abandoned the ship. Nearby vessels assisted with SAR operations coordinated by Viet Nam maritime rescue centre patrol vessel 'SAR 413'. 5 crew members were rescued from a lifeboat and life rafts by 'SAR 413' and 4 crew from the water by 'MSC Rapallo'. The bodies of 4 crew members were recovered by 26 February 2022. Vietnam coast guard patrol vessel 'CSB 8005' and tugs 'Hai Doung 56' and 'Hai Doung 39' continued to search for the remaining 6 missing crew.","General Cargo Ship","Loss of life,Total loss of the ship","4409","","7204","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013750","1","SCORPIO HONOR (IMO 9488580)","SCORPIO HONOR: Unknown/unspecified","LBR","2022-02-19 09:11","Serious","093336N 1175820E","Berong Channel, Philippines","0","0","Stranding / grounding","At 0911 LT, on February  19, 2022 Vessel was grounded at GPS POSN: 09-33.365N/117-58.212E in Berong Channel, Philippines. 
Emergency response team mustered immediately by office staffs upon received Master’s verbal report. Immediate emergency response onboard including check & sounding cargo hold / ballast tank watertight integrity condition, sounding the water depths surroundings to vessel etc. was carried out as per VMS contingency checklist G3 – Grounding with major Flooding. The subsequent vessel re-floating plan discussed.

The following grounding damage areas are to be repaired permanently not later than the due date below
1. FPT - Dented bottom plate from Port side to Starboard side
2. WBT no.1 - Dented bottom plate from Port side to Starboard side
(Cracks measurement at Starboard side) - approx. 26cm x 8cm, approx. 33cm x 10cm
(Cracks measurement at Portside) - approx. 79cm x 81cm, approx. 109cm x 10cm, approx. 48cm x 10cm,
approx. 30cm x 15cm, approx. 80cm x 5cm, approx. 90cm x 38cm
3. WBT no.2 - Dented bottom plate from Port side to Starboard side
(Cracks measurement at Starboard side) - approx. 153cm x 10cm, approx. 132cm x 18cm
(Cracks measurement at Portside) - approx. 38cm x 8cm, approx. 38cm x 10cm, approx. 38cm x 8cm,
approx. 46cm x 15cm, approx. 40cm x 20cm, approx. 38cm x 10cm, approx. 56cm x 18cm, approx. 70cm x
10cm,
4. WBT no.2 and WBT no. 3 (Starboard side) - approx. 700cm x 60cm
5. WBT no. 3 - Dented bottom plate from Port side to Starboard side
(Cracks at Portside) - approx. 300cm x 5cm, approx. 112cm x 23cm, approx. 36cm x 15cm
6. Pipe Duct- Dented bottom plate.

Temporary repairs were completed by divers using wood plugs and epoxy where the hull had been breached in order to allow the fully loaded vessel from the Philippines to Lanshan, China to discharge cargo and then to a shipyard in South China for repairs.","Bulk Carrier","","33033","","56883","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013710","1","EUROFERRY OLYMPIA (IMO 9010175)","EUROFERRY OLYMPIA: SOLAS","ITA","2022-02-18 04:12","Very serious","395736N 0193704E","Greece","0","0","Fire or explosion","The ship caught fire on No. 3 deck whilst underway in the Ionian Sea 5 miles N of Erikoussa, Greece, in LAT. 39 57' 37"" N, LONG. 019 37' 04"" E at 04:12 hours LT (UTC+2) on 18 February 2022 in good weather.
The blaze spread throughout the vessel. Nearby vessels, the Hellenic coast guard and Guardia di Finanza, attended the scene. 281 passengers and crew were evacuated by lifeboats and taken to Corfu, Greece. Taken in tow to Astakos, Greece arriving on 23 February 2022 for firefighting. The blaze re-ignited on 28 February 2022 upon opening the garage door to search for survivors. 11 passengers died. 70 damaged vehicles were removed by 18 March 2022 after the blaze was extinguished.
","Passenger/Ro-Ro Ship (Vehicles)","Loss of life,Total loss of the ship","33588","","11682","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013736","1","FELICITY ACE (IMO 9293911)","FELICITY ACE: SOLAS","PAN","2022-02-16 09:32","Very serious","372930N 0301612W","Portugal","1","0","Fire or explosion","On 16 February at 09:32 hours LT (UTC-2), the ship caught fire on a vehicle deck whilst underway in the North Atlantic Ocean 120 miles SW of Ilha Do Pico, Azores, Portugal, in LAT. 37 29' 31"" N, LONG. 030 16' 13"" W.
The blaze spread throughout the vessel. The MT 'Resilient Warrior', MV 'CSAV Toconao' and Portuguese navy patrol vessel 'SetubaL' attended the scene. All the 22 crew were evacuated to 'resilient warrior' before being airlifted to Castelo Branco, Horta, Azores by A Portuguese air force AW 101 helicopter. Taken in tow of 'Bear' on 24 February 2022 but developed a severe list to starboard and sank in the North Atlantic Ocean 278 miles SW of Sao Pedro, Azores, on 1 March 2022.","Vehicles Carrier","Total loss of the ship","60118","","17738","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-04",""
"C0013552","1","DANMARK (IMO 5086279)","DANMARK: Unknown/unspecified","DNK","2022-02-16 00:00","Very serious","551615N 0095324E","Port","2","0","","During maintenance of the rigging an able seaman fell from the mast and was killed.","Other Activities Ships","Loss of life","737","","","","9","0","0","1","0","0","0","0","0","2022-05-24",""
"C0013749","1","YM MATURITY (IMO 9438535)","YM MATURITY: Unknown/unspecified","LBR","2022-02-10 09:18","Unspecified","131318N 1212920E","Berth 2 Shanghai, China","0","0","Occupational accident","The Elevator had not been working properly but the 3/O had been given keys and shown how to operate the elevator to assist pilots when boarding the YM MATURITY.  The elevator repair team had visited the vessel to make repairs on February 2, 2022 but they were not successful.  They were to return on 10 February 2022 to YM MATURITY arrived in Shanghai. 

At 0910 LT the 3/O arrived in the ship's office to broadcast that Customs Officers are coming on board and that all crew to muster in the ship's office for temperatures. The bosun reported that the 3/O had left to get something. The Bosun heard a scream. Motorman number 1 found the elevator door open. and contacted the C/O. The C/O and the Bosun found the 3/O in the bottom of the elevator shaft. 

At 0918 LT on February 10, 2022, the Third Mate (3/0)  fell to the bottom of the ship's elevator shaft and suffered serious injuries. At 1036 LT an ambulance arrived and the crew helped to carry the injured 3/O to the ambulance. The ship received a report that the 3/O arrived at the hospital at 1100 LT.  The 3/O passed away eight days later. ","Container Ship (Fully Cellular)","","73675","","86068","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013884","2","BIENVENUE (-), MYLANOH (-)","BIENVENUE: Unknown/unspecified, MYLANOH: Unknown/unspecified","FRA","2022-02-03 20:28","Very serious","493539N 0001052W","Open sea","1","0","Collision","ONE FV BOAT CATCH FISHING GEAR CABLES OF DREDGER BOAT THAT CAPSIZED","Fish Catching Vessel","","97","","","","5","0","","0","0","0","0","0","0","2023-09-19",""
"C0013709","1","TRESTA STAR (IMO 9869629)","TRESTA STAR: SOLAS","MUS","2022-02-03 00:00","Very serious","211722S 0554827E","Reunion - France","1","0","Wrecked/Stranded","The ship sustained main engine failure, drifted and was stranded on a rocky shore near Pointe du Tremblet, Saint-Philippe, Reunion Island, in LAT. 21 17' 23"" S, LONG. 055 48' 28"" E on 3 February 2022 at PM in cyclone 'Batsirai'.
All 11 crew were rescued the following morning. No injuries were reported. Local authorities attended the scene. Sustained serious damage to the hull, took water in the engine room and other compartments. An oil slick 50 metres wide and 2.5 kilometres wide was reported on 18 February 2022. Initial attempts to remove fuel by salvors were abandoned due to a lack of funds from the owner. The wreck started to break up in continuing heavy weather and was abandoned in situ.","Oil Tanker","Pollution,Ship rendered unfit to proceed","2021","","2924","","","0","","0","0","0","0","0","0","2023-08-18",""
"C0013467","1","TRINITY SPIRIT (IMO 7370325)","TRINITY SPIRIT: Unknown/unspecified","LBR","2022-02-02 00:00","Unspecified"," ","Ukpokiti Terminal, Nigeria ","0","0","Explosion, fire, sinking","The Floating Production, Storage and Offloading (FPSO)TRINITY 
SPIRIT with a capacity to process up to 3,077 MT of crude oil per day, and store approximately 
279,720 MT of oil, exploded and sank at the Ukpokiti Terminal, Nigeria (approximately 20 
km off the Edo Delta). 

The crew of ten are currently unaccounted for.

The extent of pollution remains unconfirmed.","FPSO, Oil","Loss of life,Pollution,Total loss of the ship","132995","","274774","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013753","1","MATHILDE OLDENDORFF (IMO 9678800)","MATHILDE OLDENDORFF: Unknown/unspecified","LBR","2022-01-29 08:50","Very serious","385520N 1174109E","Tiajin","0","0","Occupational accident","On January 29,2022 about 0850 LT, Position Lat 38-55.2 N Long 117-41.1 E, while the vessel alongside at  Tianjin port, berth S11, China, after completing the cargo operations, the Chief Officer (C/O) who went to check the midship Portside draft by means of climbing down by portable ladder had fallen down onto the wharf form the height of 17 meters. The victim C/O was not wearing any safety gear during taking draft readings. The victim C/O passed away due to his injuries. The victim C/O was reading the vessel midship drafts by means of a portable ladder due to port’s COVID restrictions where the seafarers are not allowed to get off the vessel.
 The shore medical team arrived with Ambulance at 1035 LT on January 29, 2022 and confirmed that the C/O was deceased. The Chinese authority did not accept the deceased victim’s body to repatriate. The vessel took the victim’s body to Davoa, the Philippines to send back home. 
","Bulk Carrier","Loss of life","106847","","206080","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013678","1","BRUTIMAR (IMO 9275610)","BRUTIMAR: Unknown/unspecified","PRT","2022-01-20 00:45","Very serious","400860N 0085154W","Port","1","0","","on 20-01-2022 whilst boarding the alongside FV the fisherman fall overboard. One fatality","Fish Catching Vessel","Loss of life","225","","","","","0","0","1","0","0","0","0","0","2022-12-12",""
"C0013718","1","Neptune Thelisis (IMO 9306718)","Neptune Thelisis: Unknown/unspecified","MLT","2022-01-17 16:51","Serious","311680N 0284860E","Open sea","1","0","Damages to ship or equipment","Shortly after 1651 (UTC+1) on 17 January 2022, a fire was discovered by the engine-room crew members on board the Maltese registered motor vessel Neptune Thelisis. At the time, the vessel was approaching Alexandria pilot station. The crew members gathered at the designated muster station and commenced fire-fighting operations. The fire was controlled and extinguished after the fixed fire-fighting installation was activated. The safety investigation established that the immediate cause of the fire was the failure of a pipe on the thermal oil system. Leaking thermal oil came in contact with a hot surface on the boilers economiser.","Ro-Ro Cargo Ship","Ship rendered unfit to proceed","27788","[Other]","6200","Roll-on/Roll-off","21","0","0","0","0","0","0","0","0","2023-01-18",""
"C0013776","1","CONRAD OLDENDORFF (IMO 9537903)","CONRAD OLDENDORFF: SOLAS","LBR","2022-01-12 11:15","Very serious","182929S 1613870E","Open Sea","0","0","","On January 12,2022 about 1115 LT, Position Lat 18-29.3 S N Long 161-38.7 E, off the coast of New Caledonia, during the vessel passage from Tauranga, New Zealand, to Lanshan, China , loaded with Logs, the explosion occurred and the booby hatch cover had blown off and injured the Fumigation Technician, Bosun and the AB , while carrying out Fumigations procedure. The injured AB passed away due to the injuries and the Fumigation Technician and the Bosun sustained minor injuries. The explosion caused the booby hatch cover had flown off and all 3 of them, fell to their back. The victim AB and the Bosun were ejected about 2~ 3 meters from their original standing position. The Master contacted to MRCC Noumea for medical advice.The vessel deviated to Noumea Port, New Caledonia, and arrived on January 14, 2022 at 1500 LT. ","Bulk Carrier","Loss of life","51239","","93039","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013673","1","BJUGNFJORD (IMO 7502021)","BJUGNFJORD: SOLAS","NOR","2022-01-10 00:00","Very serious","561500N 0120700E","DENMARK","0","0","Sinking","The ship sank while underway in the kattegat 13 miles nw of gilleleje, Denmark in lat. 56 15' 17""n, long. 012 07' 06""e at 2054 hours lt (utc+1) on 20/01/22 in heavy weather.

All 5 crew were rescued by Swedish rescue helicopter. no injuries or pollution reported. royal Danish navy vessel monitored the scene.
","General Cargo Ship","Total loss of the ship","1250","","1564","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013708","1","TANIMBAR BAHARI (IMO 8403117)","TANIMBAR BAHARI: SOLAS","IDN","2022-01-05 16:30","Very serious","075800S 1311700E","Indonesia","0","0","Sinking","The ship took water and subsequently sank whilst arriving at Saumlaki, Maluku, Indonesia, at 1630 hours LT (UTC+9) on 5 January 2022 in heavy weather.
All 15 crew members were rescued by local fishing vessels. No injuries or pollution were reported. Investigation effected.","General Cargo Ship","Total loss of the ship","551","","570","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013651","1","MAZRA (-)","MAZRA: Unknown/unspecified","FRA","2022-01-01 20:08","Very serious","174299N 0623099W","Open sea","1","0","","On January 1, 2022 in the evening, the crew of the fishing vessel MAZRA is preparing to raise a deep-sea longline 20 miles in the southeast of the island of Saint-Barthlemy. As the sailor grabbed the first buoy of the fishing line to hoist it on board, he tipped over and fell overboard. The skipper tried several times to get the sailor back on board but was unsuccessful. The sailor went adrift and the numerous search and rescue resources deployed failed to find him.","Fish Catching Vessel","","","","","","","0","","0","0","0","0","0","0","2022-10-19",""
