Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013190","1","NAVIG8 AXINITE (IMO 9719771)","NAVIG8 AXINITE: SOLAS","MHL","2020-07-29 18:17","Very serious","491879N 0044101W","English Channel","1","0","Loss of Life","The Third Engineer was fatally injured while on deck due to the failure of the deck steam condensate line sight glass.","Chemical/Products Tanker","Loss of life","23676","Korean Register (KR)","38506","Chemical/Product","21","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-03-30",""
"C0013525","1","PACIFIC MARS (IMO 9714642)","PACIFIC MARS: SOLAS","HKG","2020-07-27 09:00","Very serious","075990N 0823329E","at sea","1","0","Machinery damage","At about 0900 hours on 27 July 2020, a fatal accident happened on board the Hong Kong registered gas carrier “Pacific Mars” (the vessel) at sea in approximately position 07o59.9’N 082o33.3’W, during her voyage from Kaohsiung, Taiwan to Houston, United States of America (USA) via Panama Canal.
In the accident, the deck fitter accompanied by a deck fitter trainee (the trainee) intended to replace the filter element of a double oil filter (the filter) for the cargo refrigeration system in the compressor & motor room as routine maintenance. After opening the top cover of the filter, the filter element suddenly ejected out while the deck fitter on the top of the filter casing was scrapping the gasket. The deck fitter’s forehead was hit by the filter element and fell backwards lying on the walkway grating. The trainee noticed the deck fitter was wounded with bleeding from his forehead and was unconsciousness. He then immediately called the bridge to seek assistance. The deck fitter was transferred to the ship’s hospital for first aid treatment. Medical advices from shore were sought and applied to the deck fitter when the vessel was diverting her course to pick up paramedics. Finally, the deck fitter was declared dead by the paramedics getting onboard on the same day","LPG Tanker","","19205","","23708","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-29",""
"C0013056","1","Helvetia (IMO 8128858)","Helvetia: Unknown/unspecified","XVA","2020-07-26 00:00","Very serious"," ","koko port, Delta state, Nigeria","0","0","Missing: assumed lost","A seafarer working as a trainee wiper in the onboard  MV Helvetia has been found missing from the ship on 26.07.2020. It happened when the vessel was sailing from Douala , Cameroon to Koko Nigeria on 26.07.2020.

The body has been  found few days later. ","General Cargo Ship","Loss of life","2318","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012997","1","Wakashio (-)","Wakashio: SOLAS","PAN","2020-07-25 00:00","Very serious"," ","Off Mauritius","1","0","Stranding / grounding","The Panamanian-flagged bulk carrier Wakashio  carrying 4,000 tonnes of fuel oil, was heading from China to Brazil when she ran aground on a reef off Mauritius on 25 July 2020. More than 1,000 tonnes of fuel has seeped from the bulk carrier from a crack in the hull. 
","Bulk Carrier","Ship rendered unfit to proceed","101932","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-07-21",""
"C0013133","1","May C (-)","May C: Non-SOLAS","GBR","2020-07-24 12:30","Very serious","572250N 0071510E","Loch Carnan","1","0","Man overboard","At about 1230 on 24 July 2019, Michael Monk, the owner/skipper of the singlehanded creel fshing boat May C was found face down and unconscious in the sea by the crew of the fshing boat, Sparkling Star. Despite being recovered by Sparkling Star’s crew, May C’s skipper had drowned and  could not be resuscitated. May C’s skipper had fallen overboard at some point earlier in the day, but this had not been witnessed. Nevertheless, because the boat’s outboard engine was found in the raised position, the investigation concluded that it was most likely that the skipper fell into the water while attempting to clear seaweed or some other obstruction from the propeller. The skipper could not swim, was probably tired and was not wearing a personal fotation device so would have been incapacitated rapidly through the efects of immersion in cold seawater, and unable to self-rescue. Alone and not equipped with a personal locator beacon, the skipper was also unable to raise the alarm and summon help.","","","1.67","","","","1","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-01-06",""
"C0013250","1","MYANMA GONE YI (-)","MYANMA GONE YI: Non-SOLAS","MMR","2020-07-19 21:15","Very serious","160700N 0970200E","Southern part of Sittaung River entrance, Myanmar Coastal area","0","0","Contact","On the day of 19th July 2020, when about 0945 hrs, mv Myanma Gone Yi was started her voyage, leaving from Mawlamyine no.4 jetty and bound for Yangon, with 14 number of ship staff including Master and 280 tonnes of Chipping stone cargo onboard. She left Kyaikkami river about 1500 hrs and entered the Myanmar coastal sea of Gulf of Mataban with speed about 8 to 9 knots. 
No bad weather was observed. However at the time of 1900 hrs on the same day, mv Myanma Gone Yi's one of the propeller hit with the floating log of length about 15 ft and circumference about 2 ft. As a result stern tube forward gland housing was damaged and sea water entered in to the Engine Room. Even though Master and all crew had attempted to block gland housing and pumped out entering sea water in the Engine Room to control the damage, flooding was unavoidable and the vessel was sunk at 2115 hrs.
Master and all crew had escaped by the Life Saving Appliances and later they were saved by the vessel in the vicinity.   


   ","General Cargo Ship","Total loss of the ship","916","[Flag Administration]","","","14","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013643","1","NAVIGATOR OF THE SEAS (IMO 9227508)","NAVIGATOR OF THE SEAS: SOLAS","BHS","2020-07-14 10:43","Very serious"," ","CocoCay, The Bahamas","1","0","Crew Fatality and injuries","On 14 July 2020, the Bahamas registered passenger vessel, Navigator of the Seas, was at anchor off CocoCay, The Bahamas. In preparation for inspection and maintenance,
feedwater tank 1 had been emptied, confined space entry paperwork had been completed and the deck team assigned to the task had discussed the hazards and control measures identified in the job safety analysis. Initial entry was made at 10:00 and the space deemed safe for work. At 10:43, with three crew members inside, there was a sudden release of steam into the tank. All three managed to exit the tank but two seafarers suffered significant burns. Both were evacuated to a hospital that afternoon, but one seafarer died from injuries, five days later.","Passenger/Cruise","Loss of life,Serious injuries,Ship remains fit to proceed","139999","","9616","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-10-03",""
"C0013761","1","NORDLAND (IMO 9281786)","NORDLAND: SOLAS","LVA","2020-07-14 09:00","Very serious"," ","Antwerp, Belgium","0","0","Stranding / grounding","A port stevedore on board the Gibraltar registered general cargo vessel Cimbris was fatally crushed when he became trapped between the vessel’s gantry crane and a cargo hatch cover during cargo discharge operations at the Antwerp Bulk Terminal, Belgium. No one saw the stevedore position himself between the moving gantry crane and the hatch cover, but his likely intent was to assess the progress being made by his team working in the hold. The chief ofcer did not have a full view of the crane’s path from his control position and, contrary to the vessel’s documented procedures, a second crew member was not used to act as a lookout or banksman. The hatch cover lifting operation was not properly planned, adequately supervised, or executed in a safe manner. Communication between the ship’s crew and port stevedores was poor and the safety culture demonstrated by both was weak.","General Cargo Ship","Loss of life","3173","DNV GL AS","4525","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013436","1","PHUONG DONG 59 (IMO 8664852)","PHUONG DONG 59: Unknown/unspecified","VNM","2020-07-13 17:20","Very serious","203800N 1070500E","Gulf of Tongkin, 2 miles of Dao Long Chau, Vietnam","0","0","Foundered","The ship broke into two and sank in the Gulf of Tongkin, 2 miles of Dao Long Chau, Hai Phong, Viet Nam in LAT. 20 38'00""N, LONG 107 05'00""E at 1720 hours LT (UTC+7) on 13 July 2020 in heavy weather. All 9 crew members abandoned the ship onto a life raft and were subsequently rescued by passing Vietnamese domestic FV 'QN 0555 TS' before being taken by a Vietnam Border Guard vessel to Hon Gai, Viet Nam. No injuries or pollution reported. The sunken wreck was marked with a warning buoy. ","General Cargo Ship","Total loss of the ship","817","Vietnam Register (VR)","1506","","9","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013644","2","ALANIS (IMO 9468085), FLORENCE SPIRIT (IMO 9314600)","ALANIS: Unknown/unspecified, FLORENCE SPIRIT: SOLAS","ATG,CAN","2020-07-11 16:15","Serious","425872N 0791325W","Welland Canal","1","0","Collision","On 11 July 2020, the general cargo vessel ""FLORENCE SPIRIT"" collided with the general cargo vessel ""ALANIS"" in the Welland Canal, ON. No injuries were reported. Both vessels sustained major damage and minor pollution was reported.","General Cargo Ship","Ship rendered unfit to proceed","8935","Lloyd's Register (LR)","14001","","14","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-10-05",""
"C0013802","1","ASPHALT (IMO 9120891)","ASPHALT: SOLAS","KNA","2020-07-08 10:12","Very serious","163089N 0704970E","Arabian Sea","1","0","Fire or explosion","MT ""GP ASPHALT I"" sailed on 26 June 2020 from Singapore towards Hamariya Port (UAE). En route on 4 July, she stopped for a crew change at Kochi port (India). After the crew change, she continued her voyage on 5 July. During her sea passage on 8 July, there was a fire in the engine room while carrying out maintenance work on the main engine lubricating oil filter. During the headcount of the above contingency muster, the duty Oiler was missing. The fire fighting was done by sea water through fire hoses. The fire was controlled and extinguished in a short time. However, the search and rescue efforts could not save the life of duty Oiler.
The fire caused severe damage to electric wiring, electric control panels of various auxiliary engines, motors, pumps, boilers, etc. The vessel drifted till 12 July and later on 19th July towed to the port of refuse at Angre Port (India) for repairs.","Asphalt/Bitumen Tanker","Loss of life,Ship rendered unfit to proceed","4951","Nippon Kaiji Kyokai (NKK)","7054","Asphalt","18","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-04",""
"C0013324","1","ATLANT 2 (-)","ATLANT 2: Non-SOLAS","RUS","2020-07-07 12:48","Very serious","425500N 1315500E","coastal waters","1","0","Capsizing / listing","The ATLANT-2 fishing vessel was fishing in the coastal zone of the Sea of Japan, when it was discovered that outboard water was entering the fish hold of the vessel. The trim on the stern began to increase, the drainage pump could not cope with the flow of water, the ship lost buoyancy and sank at a depth of 42 m. The ship's crew disembarked on a liferaft and was delivered to Vladivostok by a small boat passing by.","","Total loss of the ship","14","Russian Maritime Register of Shipping (RMRS)","","","4","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-09",""
"C0013239","1","TREVOMAR (-)","TREVOMAR: Unknown/unspecified","PRT","2020-07-07 01:00","Very serious","375358N 0084975W","Coastal waters (within 12 miles)","1","0","Damages to ship or equipment","on 7-7-2020 after fishery operations the crew member was heaving up te auxiliary boat when the equipment failure occur. As a result he was fatally hit.","Fish Catching Vessel","Loss of life,Ship rendered unfit to proceed","20.81","","","","10","0","0","1","0","0","0","0","0","2021-05-18",""
"C0013005","2","MATRIX PRIDE (IMO 9228796), MATRIX TRIUMPH (IMO 9251286)","MATRIX PRIDE: SOLAS, MATRIX TRIUMPH: Unknown/unspecified","NGA","2020-07-06 15:45","Very serious","052404N 0050444E","ESCRAVOUS OFFSHORE","0","0","Crew fatality and personnel injuries","MT Matrix Pride completed discharge operation on 4 July 2020 and was scheduled for STS operation with MT Matrix Triumph. Matrix triumph (Mother vessel)was loaded with about 30000MT of PMS ( draft of 9.2m) and needed to be lightened up to pass safely through the Escravous Channel to Matrix Jetty Warri, (Max draft 6.4m).  MT Matrix Pride embarked the Mooring Master (Person in Overall Advisory Control) in Escravous on 5 July 2020 at about 1554hrs and recieved fenders at 1800hrs the same day. On 6th July the two vessels commenced approach at about 1518hrs. A mooring plan was reached verbally by the three parties (Masters of the two vessels and the Mooring Master) to pass four headlines, four stern lines and two spring lines forward and aft.  The ""first line"" (two Headlines) were passed at 1524hrs. Eventually,  the aft station completed their four stern lines. While the forward station was passing their remaining two head lines, the Messenger line of the Mother Vessel got fouled in her anchor flukes. The Chief Officer lowered the anchor to the water level in order to clear the lines but this was taking too long ( about 20mins from the time of ""first line""). Considering the delay, the mooring Master advised the daughter vessel to pass her spring lines to the Mother vessel. While the operation was in progress, a sudden tension on the stern lines lead to the parting of 2 lines. Two Crew Members were seriously injured.   The affected crew, the Ordinary Sea Man  and the Mess Man were disembarked from the ship and taken to the hospital where the Mess Man was pronounced dead while the Os is responding well to treatment.","Chemical/Products Tanker","Loss of life,Serious injuries","24997","RINA Services S.p.A (RINA)","40113","PMS","25","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012992","1","FUNING (IMO 9690913)","FUNING: SOLAS","SGP","2020-07-06 01:00","Serious","373700S 1760900E","Tauranga","1","0","Stranding / grounding","Vessel under pilotage was transiting channel outbound from Tauranga when it lost power to main engine.
Vessel drifted over channel marker buoy and the mooring cable/chain became entangled in propeller - severe damage to propeller.
Watertight integrity of hull not compromised, vessel lay at anchor until it was towed back into port. ","Bulk Carrier","Ship rendered unfit to proceed","24785","New United Marine Services LT (NUMS)","39784","logs - ","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-07-17",""
"C0013259","1","LEDRA (IMO 9591181)","LEDRA: Unknown/unspecified","CYP","2020-07-06 01:00","Very serious","031699N 1052539E","Open sea","1","0","","On 06 July 2020, while the Bulk Carrier LEDRA was navigating in the South China Sea en route from Huanghua (China) to Singapore, in ballast condition and 20 crew members on board, a Philippino seafarer, was reported missing, when failed to report for duty on the Nav Bridge at 08:00 hours l.t. He was last seen on the Nav Bridge on 05 July at approximately 23:55 hours l.t., during watch change over. Crew carried out full search of the vessel with negative results. The Singapore MRCC broadcasted Enhanced Group Calling (EGC) in the area. The vessel was not turned around on a reciprocal course to perform Search and Rescue (SAR) operation. She continued her passage to Singapore where anchored the same day at about 20:00 hours l.t., at the Eastern Special Purpose Anchorage (ESPA).","Bulk Dry (general, ore) Carrier","Loss of life","45967","","229","","20","0","","1","0","0","0","0","0","2021-06-28",""
"C0013342","1","SEEWIND 1 (IMO 9227936)","SEEWIND 1: Unknown/unspecified","DEU","2020-07-03 01:00","Less serious","535108N 0075008E","Coastal waters (within 12 miles)","1","0","Contact","The German-flagged catamaran SEEWIND I was in Bsum on 3 July 2020. In the afternoon, 17 crew members were transported from there to various passenger ships lay at the deepwater roadstead in the German Bight. 37 crew members from the anchored passenger ships were then taken on board. They were to be transported to Bremerhaven. The transfer from the roadstead to Bremerhaven began at 2110. The SEEWIND I entered the Weser fairway a little later. Since the waves now approached from abaft, the catamaran was able to sail at a speed of about 26 kts. Another wave system that had not been expected by the ships command then emerged briefly at 2158. The ships bow initially dropped further than before in these waves. The catamaran then plunged into the crest of the next wave at undiminished speed, bringing her to a near standstill almost immediately. The chief engineer officer was in the passenger area at this point so as to attend to the passengers. He lost his balance and suffered a serious injury when he fell. A female passenger suffered a minor injury. Both were then attended to by medically trained passengers. The SEEWIND I suffered minor damage as a result of plunging into the wave. The ship continued her voyage to Bremerhaven at reduced speed and the casualties were transferred to the rescue services there. The ship set sail for the port of departure after the classification society had surveyed her on the following day. In the course of the investigation, the Federal Bureau of Maritime Casualty Investigation (BSU) found that the SEEWIND I sailed into the wave system of an oncoming large container ship. The shipowners manuals available to date have not addressed this risk adequately. The investigation also revealed shortcomings in the manning of the ship and in the documentation. The shipowner will take action also in response to the draft report to improve the points described.","Passenger Ship","Serious injuries,Ship remains fit to proceed","198","RINA Services S.p.A (RINA)","25.8","","3","37","37","0","0","0","1","1","0","2021-12-29",""
"C0013804","1","SN QUEEN (IMO 9197179)","SN QUEEN: SOLAS","PAN","2020-07-02 02:45","Very serious","060800S 1065400E","INDONESIA","1","0","OCCUPATIONAL ACCIDENT (FATAL FALL)","Upon completion of closing works for two (2) pontoons, two crew members(2/O & OS) moved to aft on the starboard side tween deck, and simultaneously ABB moved to aft on the port side tween deck in order to close the hatch pontoons piled up on after space of tween deck in No.1 hold.
At about 0245 hours, 2/O & OS on the starboard side tween deck suddenly heard a noise with a bang and they found that ABB Mr. Benny Taroreh fell off from the tween deck to the tank top plate in the lower hold and excessive bleeding flowed out from his head and his body did not move. ","General Cargo Ship","Loss of life,Ship remains fit to proceed","7816","Nippon Kaiji Kyokai (NKK)","11478","Grain in bulk","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-05",""
"C0013326","1","PONGOMA (-)","PONGOMA: Non-SOLAS","RUS","2020-07-02 00:51","Very serious","595540N 0253129E","open sea","1","0","Capsizing / listing","At 00:51 02/07/2020, the captain of the fishing vessel ""PONGOMA"", located in the Baltic sea on the transition from the port of Primorsk to the port of Kaliningrad, reported on the radio phone to the MRCC Tallinn about the  accident: the ship's hull receives seawater, the steering device failed, the crew left the ship on a life raft, the ship lies adrift. At 02:10 02/07/2020, the crew of the fishing vessel ""PONGOMA ""(all 7 people) were lifted from the life raft on Board the tanker ""SKF Angara"". All members of the crew of the FV ""PONGOMA"" are alive and well.  The fishing vessel ""PONGOMA"" drowned.","","Total loss of the ship","99","Russian Maritime Register of Shipping (RMRS)","","","7","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-09",""
"C0013344","1","DANMARK (IMO 5086279)","DANMARK: Unknown/unspecified","DNK","2020-06-30 01:00","Less serious","542000N 0110529E","Open sea","1","0","","On 30 June 2020 a deflagration of pure ethanol occurred on board the DANMARK, a sail training ship belonging to the Danish merchant fleet. The ethanol had been applied to highly frequented surfaces in busy areas of the ship using a spray bottle and a cleaning rag, in the course of a daily ""Corona disinfection"" routine. One cadet suffered severe burns in the process. The sailing ship was on a training voyage when the accident happened.","Other Activities Ships","Serious injuries,Ship remains fit to proceed","737","[Other]","","","14","0","56","0","0","0","1","0","0","2022-01-04",""
"C0013195","1"," (IMO 8712166)",": Unknown/unspecified","MLT","2020-06-30 01:00","Less serious","542000N 0110529E","Open sea","2","0","Stranding / grounding","On 30 June 2020 a deflagration of pure ethanol occurred on board the DANMARK, a sail training ship belonging to the Danish merchant fleet. The ethanol had been applied to highly frequented surfaces in busy areas of the ship using a spray bottle and a cleaning rag, in the course of a daily ""Corona disinfection"" routine. One cadet suffered severe burns in the process. The sailing ship was on a training voyage when the accident happened.","Oil Tanker","Ship rendered unfit to proceed","3693","RINA Services S.p.A (RINA)","4999","Other liquid","13","0","0","0","0","0","0","0","0","2021-03-25",""
"C0013261","1","IOLCOS UNITY (IMO 9313058)","IOLCOS UNITY: Unknown/unspecified","MLT","2020-06-28 01:00","Very serious","124724S 0382876W","Port","1","0","","In the early hours of 28 June 2020, one of the fitters on board bulk carrier Iolcos Unity was instructed to investigate a hydraulic oil leak on one of the ballast valves on the main deck. Crawling to gain access to the leaking flange, the fitters overall was permeated with hydraulic oil. While using an angle grinder to cut the bolts, sparks generated by the grinder ignited his overall. The fire spread fast, covering his upper body, neck and hands. The fitter was evacuated to the ships hospital and later transferred by ambulance to a local hospital for burn injuries. The fitter eventually passed away on 08 July 2020 following medical complications.","Bulk Dry (general, ore) Carrier","Loss of life,Ship remains fit to proceed","40485","Nippon Kaiji Kyokai (NKK)","74476","","28","0","0","1","0","0","0","0","0","2021-07-01",""
"C0013533","2","LIBERTY V (IMO 0000757), VIENNA WOOD N (IMO 9593713)","LIBERTY V: Non-SOLAS, VIENNA WOOD N: SOLAS","HKG,PHL","2020-06-27 20:20","Very serious","131200N 1201900E","Mindoro Strait, 13 miles SW of Mamburao, Philippines","1","0","Collision","The ship was in collision with FV 'LIBERTY 5' in the Mindoro Strait, 13 miles SW of Mamburao, Occidental Mindoro, Philippines in LAT. 13 12'00""N, LONG. 120 19'00""E at 2020 hours LT (UTC+8) on 27 June 2020 in heavy weather.

No injuries or pollution were reported. FV capsized with all her 14 crew and passengers went missing. Local authority returned to the incident spot to search for survivors from the capsized FV briefly before proceeded to Batangas Baay, Philippines for inspection and investigation by the Philippines Coast Guard. PSC inspection reported hull damage. Repairs effected whilst at anchorage in Batangas Bay. ","Bulk Carrier","Loss of life","31540","Nippon Kaiji Kyokai (NKK)","55768","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-09",""
"C0013103","1","HOEGH MANILA (IMO 9368912)","HOEGH MANILA: SOLAS","XNA","2020-06-27 07:30","Less serious"," ","KINGSTON HARBOUR","0","0","Contact","At about 07:30 hours local time on the 27th June 2020, the Vehicle Carrier HOEGH MANILA contacted with the pier operated by KINGSTON WHARVES LIMITED (KWL) while attempting to berth alongside berth number 5.  
HOEGH MANILA is a twelve (12) year old 51,964 gross ton Vehicle Carrier and has been in service since she was launched in December of 2007.  She is propelled by a single right-handed   fixed pitch propeller and was built with a single 1300 KW bow thruster that was operational at the time of contact.   The vessel sailed from Veracruz, Mexico and made good her four (4) day journey to arrive at the port of Kingston.
On  the  27th June 2020,  the  HOEGH MANILA  whilst  making  way  through  the Kingston  Harbour  ship  channel,  prepared  to  make a routine manoeuvre in  the turning basin prior to proceeding towards the KWL pier.  She was accompanied by Tug OCEAN KINGSTON that was made fast on her port quarter.  upon approaching near KWL pier the first line was cast ashore, and under the conning orders of the pilot onboard the ships main propulsion engine and bow thruster was operated  to facilitate the manoeuvring of the ship alongside with the assistance of the tug secured aft.   During the manoeuvre, the HOEGH MANILA  contacted KWL pier sustaining minor damage to the starboard hull plating.  The KWL pier saw damages to the pier capping.  
There were no reported injuries or evidence of the discharge of pollutants from the vessel or the damaged pier.
","Vehicles Carrier","Ship remains fit to proceed","51964","Lloyd's Register (LR)","17209","Vehicles ","21","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013117","1","ARROW (IMO 9119414)","ARROW: SOLAS","IMN","2020-06-25 07:11","Serious","570856N 0020446W","entering Aberdeen Harbour","1","0","Stranding / grounding","Grounding of an Isle of Man registered ro-ro freight vessel while entering Aberdeen Harbour in restricted visibility","Ro-Ro Cargo Ship","Ship rendered unfit to proceed","7606","DNV GL AS","5803","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-09-15",""
"C0013126","2","NCC HIJAZ (IMO 9299886), RADHWA 19 (IMO 9247223)","NCC HIJAZ: Unknown/unspecified, RADHWA 19: SOLAS","SAU","2020-06-25 01:24","Serious"," ","king fahad industrial port yanbu","1","0","Collision","the vessel NCC HIJAZ was in the anchorage area waiting for the pilot. while the pilot was approaching onboard a tug boat instead of a pilot boat.unfortunatly,because of the rough sea the tug boat collided with the vessel.as a result, there is about 8 tonns of diesel has leaked from the vessel NCC HIJAZ.","Tug","","419","","228","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-12-16",""
"C0013526","1","VICTORIA HARBOUR (IMO 9589229)","VICTORIA HARBOUR: SOLAS","HKG","2020-06-16 08:10","Very serious"," ","at the outside port limits anchorage of Kwangyang, South Korea","1","0","Lifting operation onboard","At about 0810 hours on 16 June 2020, a fatal accident happened on board the Hong Kong registered bulk carrier “Victoria Harbour” (the vessel) when she anchored at the outside port limits anchorage of Kwangyang, South Korea to carry out lifting operation.
In the accident, an Able Bodied Seaman was assigned to assist lifting out the garbage drum with copper concentrate from No.2 cargo hold. The Able Bodied Seaman on main deck port side beside the cargo hold longitudinal hatch coaming was handling a tag line secured on the hook of the crane to act against any swaying motion of the hook when the garbage drum was lifting out from the cargo hold.
When the garbage drum was lifted up to about a metre above the hatch coaming, the crane driver slewed the crane to transfer the garbage drum to the starboard side. During the process, the Able Bodied Seaman suddenly shouted, and then he was hauled by the tag line and flied off sideways across the cargo hold to starboard side. He bumped on the starboard side shell web frame of No. 2 cargo hold and dropped to the bottom. Despite the Able Bodied Seaman was evacuated by the rescue helicopter to the shore hospital for emergency medical treatment, he was declared dead before arriving at the hospital.","Bulk Dry (general, ore) Carrier","","18465","","29100","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-29",""
"C0013189","1","SUN MASTER (IMO 9460681)","SUN MASTER: SOLAS","MHL","2020-06-15 09:45","Very serious","222450N 1192060E","South China Sea","1","1","Fall from Height","An OS was fatally injured following a fall from height while conducting maintenance on a deck crane.","Bulk Carrier","Loss of life","29179","Bureau Veritas (BV)","50714","Dry Bulk","22","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-03-30","2023-02-20"
"C0013541","1","BREAKTHROUGH (IMO 9095723)","BREAKTHROUGH: Unknown/unspecified","NGA","2020-06-15 00:00","Very serious","062300N 0032300E","Tarkwa Bay Beach, Lagos","0","0","Wrecked/stranded","Stranded after breaking anchor chain and drifting on Tarkwa Bay Beach, Lagos. No injuries or pollution were reported. Wreck abandoned in situ and subsequently broke in two.","Products Tanker","Total loss of the ship","4393","","7032","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013197","2","CAPE AMANDA (IMO 9552410), Luwei Jing Yu 60208 (-)","CAPE AMANDA: SOLAS, Luwei Jing Yu 60208: Unknown/unspecified","PAN","2020-06-12 14:25","Serious","330430N 1233280E","Yellow Sea ","1","0","Collision","M.V. Cape Amanda (IMO 9552410, Panama flag) collided with the Chinese fishing boat “Luwei Jing Yu 60208” at the Yellow Sea of China around 1425LT, on June 12th, 2020, while en route to Port Hedland, Australia. The collision resulted in the sinking of the fishing boat, whose crew was rescued at once by a partner fishing boat, as a result, no person was lost.  ","Bulk Carrier","Ship remains fit to proceed","93235","Nippon Kaiji Kyokai (NKK)","182741","","23","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-03-30",""
