FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
HullAndEngineAccessoryDamage,20221101,,0,0,0,A ro-ro cargo ship had a non-SOLAS compliant pilot ladder,57.1434,-2.0883,hullAndEngineAccessoryDamageType,outfit damage,-2.0883 57.1434
HullAndEngineAccessoryDamage,20221101,,0,0,0,A ro-pax vessel had a non-SOLAS conforming pilot ladder arrangement,57.1448,-2.0873,hullAndEngineAccessoryDamageType,outfit damage,-2.0873 57.1448
OtherIncident,20220801,,0,0,1,Yaught skipper sustained serious injury from fall,50.7589,-1.536,otherIncidentType,other incident,-1.536 50.7589
HullAndEngineAccessoryDamage,20221001,,0,0,0,LPG Tanker's pilot ladder not rigged per SOLAS regulations.,53.287,-2.8645,hullAndEngineAccessoryDamageType,outfit damage,-2.8645 53.287
HullAndEngineAccessoryDamage,20221201,,0,0,0,Cement carrier's pilot ladder not rigged per SOLAS regulations.,53.3078,-2.9215,hullAndEngineAccessoryDamageType,outfit damage,-2.9215 53.3078
OtherIncident,20220701,,0,0,1,Longshoreman injured during cruise ship mooring operations,55.3433,-131.655,otherIncidentType,other incident,-131.655 55.3433
OtherIncident,20221101,,0,0,1,A pilot involved in berthing a cement carrier slipped on the deck and sustained minor injuries,51.3914,0.513,otherIncidentType,other incident,0.513 51.3914
OtherIncident,20220501,,0,0,1,A ro-pax vessel passenger tripped and fractured their wrist.,54.8531,-5.796,otherIncidentType,other incident,-5.796 54.8531
OtherIncident,20220601,,0,0,1,A ro-pax vessel passenger tripped and fell on board resulting in a fractured clavicle,54.848,-5.7962,otherIncidentType,other incident,-5.7962 54.848
floodingAndSinking,20220701,,0,0,0,Pilot boat listed heavily after pilot transfer due to Ro/Ro passenger vessel changing speed.,54.861667,-5.795,floodingAndSinkingType,flooding,-5.795 54.861667
HullAndEngineAccessoryDamage,20220901,,0,0,0,Ro-pax vessel suffered a parted mooring line after being blown off the berth,54.8466,-5.7975,hullAndEngineAccessoryDamageType,outfit damage,-5.7975 54.8466
OtherIncident,20221201,,0,0,1,Ro/Ro pax vessel passenger tripped on vehicle deck resulting in a suspected fractured leg.,54.847,-5.797,otherIncidentType,other incident,-5.797 54.847
OtherIncident,20220301,,0,0,1,A general cargo crew member trapped their thumb in a manhole cover and sustained a fracture,6.0193,-58.3013,otherIncidentType,other incident,-58.3013 6.0193
CollisionAndContact,20220601,,0,0,0,Moored fishing vessel's derrick and gear struck another fishing vessel while alongside,50.1043,-5.5435,collisionAndContactType,contact,-5.5435 50.1043
StrandingAndGrounding,20220701,,0,0,0,Fishing vessel briefly grounded at harbour entrance before refloating.,50.1045,-5.5469,strandingAndGroundingType,grounding,-5.5469 50.1045
OtherIncident,20220701,,0,0,1,Fishing vessel crew member sustained serious injuries during mooring operations,50.104,-5.5484,otherIncidentType,safety hinderance and near misses,-5.5484 50.104
StrandingAndGrounding,20220801,,0,0,0,Fishing vessel grounded shortly after entering the harbour and refloated with no damage.,50.1052,-5.548,strandingAndGroundingType,grounding,-5.548 50.1052
StrandingAndGrounding,20221001,,0,0,0,Potter grounded on soft mud within harbour limits. Refloated with no damage.,50.1051,-5.5481,strandingAndGroundingType,grounding,-5.5481 50.1051
NavigationalIssues,20220201,,0,0,0,A tanker lost main engines on approach to berth,50.842667,-1.335,navigationalIssuesType,loss of direction,-1.335 50.842667
OtherIncident,20220301,,0,0,1,"A cargo vessel's mooring line parted, injuring a crew member's leg",50.8403,-1.3376,otherIncidentType,safety hinderance and near misses,-1.3376 50.8403
OtherIncident,20220501,,0,0,1,Ro/Ro passenger vessel crewmember suffered a burn injury to their finger,55.6271,-6.1892,otherIncidentType,other incident,-6.1892 55.6271
OtherIncident,20220701,,1,0,0,A member of public assisted a grounded yacht and fell overboard resulting in a fatality,55.6277,-6.189,otherIncidentType,other incident,-6.189 55.6277
CollisionAndContact,20220701,,0,0,0,A passenger vessel and yacht collided in a harbour,54.487,-0.6131,collisionAndContactType,collision,-0.6131 54.487
StrandingAndGrounding,20220701,,0,0,0,Sailing training vessel grounded briefly before managing to make its own way.,55.627067,-6.188833,strandingAndGroundingType,grounding,-6.188833 55.627067
StrandingAndGrounding,20220801,,0,0,0,General cargo vessel ran aground on a sandbank during pilotage,54.8683,-3.399,strandingAndGroundingType,grounding,-3.399 54.8683
CollisionAndContact,20221101,,0,0,0,A search and rescue vessel made contact with a submerged object,54.4918,-0.6134,collisionAndContactType,contact,-0.6134 54.4918
OtherIncident,20221201,,1,0,0,Fatal person overboard while boarding a pleasure vessel,54.4905,-0.6125,otherIncidentType,other incident,-0.6125 54.4905
CollisionAndContact,20220301,,0,0,0,Offshore supply vessel made heavy contact with Yokohama fendering on departure from port.,53.5832,-0.0662,collisionAndContactType,contact,-0.0662 53.5832
CollisionAndContact,20220301,,0,0,0,An offshore support vessel made contact with a dock,53.5821,-0.0713,collisionAndContactType,collision,-0.0713 53.5821
OtherIncident,20220401,,0,0,3,A pilot vessel hit a large wave resulting in minor injuries to a crew member and two pilots,53.5934,0.0134,otherIncidentType,other incident,0.0134 53.5934
CollisionAndContact,20220601,,0,0,0,A ro-ro vessel made contact with the outer lock gate upon arrival in port,53.5804,-0.0634,collisionAndContactType,contact,-0.0634 53.5804
CollisionAndContact,20220701,,0,0,0,A crew transfer vessel was struck by closing lock gates,53.5782,-0.0744,collisionAndContactType,contact,-0.0744 53.5782
CollisionAndContact,20220901,,0,0,0,An offshore support vessel came into contact with a lock gate,53.583,-0.071,collisionAndContactType,contact,-0.071 53.583
OtherIncident,20221001,,0,0,1,Bulk carrier crewmember suffered a hand crush injury while preparing a pilot ladder.,53.603333,-0.060833,otherIncidentType,other incident,-0.060833 53.603333
CollisionAndContact,20221101,,0,0,0,A vehicle carrier made contact with a fender resulting in minor damage,53.587,-0.068,collisionAndContactType,contact,-0.068 53.587
CollisionAndContact,20221101,,0,0,0,An offshore support vessel contacted a shore object resulting in minor damage.,53.5833,-0.07,collisionAndContactType,contact,-0.07 53.5833
CollisionAndContact,20220201,,0,0,0,A ro-pax vessel made contact with a quay resulting in a small hole,52.0101,-4.986,collisionAndContactType,collision,-4.986 52.0101
StrandingAndGrounding,20220201,,0,0,0,A barge grounded and capsized whilst under tow.,52.0134,-4.9773,strandingAndGroundingType,grounding,-4.9773 52.0134
CollisionAndContact,20221101,,0,0,0,A general cargo vessel made contact with a navigational mark,57.278,-5.7532,collisionAndContactType,contact,-5.7532 57.278
OtherIncident,20220501,,0,0,1,A cruise ship passenger fell down stairs sustaining multiple superficial injuries,57.8944,-5.1609,otherIncidentType,other incident,-5.1609 57.8944
NavigationalIssues,20220801,,0,0,0,Passenger ship experienced loss of rudders on exiting harbour,57.8935,-5.1582,navigationalIssuesType,loss of direction,-5.1582 57.8935
OtherIncident,20220901,,0,0,1,Fishing vessel crew member hit in head by a cleat resulting in concussion,57.8959,-5.1573,otherIncidentType,other incident,-5.1573 57.8959
HullAndEngineAccessoryDamage,20221001,,0,0,0,Fishing vessel's anchor chain slipped from the bow hoisting.,57.8945,-5.1612,hullAndEngineAccessoryDamageType,hull damage,-5.1612 57.8945
OtherIncident,20220901,,0,0,1,Contractor onboard a container ship slipped in hold resulting in a torn hamstring.,51.4933,-2.7204,otherIncidentType,other incident,-2.7204 51.4933
OtherIncident,20221101,,0,0,1,A ro-pax crewmember scalded their hands resulting in a serious injury,54.9933,-5.0574,otherIncidentType,other incident,-5.0574 54.9933
CollisionAndContact,20221101,,0,0,0,"A ro-pax vessel made contact with the shore linkspan, damaging the linkspan",54.963333,-5.016667,collisionAndContactType,contact,-5.016667 54.963333
floodingAndSinking,20220601,,0,0,0,An offshore supply vessel's fast rescue craft capsized whilst being towed,60.1352,-1.2759,floodingAndSinkingType,capsizing,-1.2759 60.1352
FireAndExplosion,20221201,,0,0,0,Fish farm vessel had smoke in the engine room after coolant spilled on alternator.,60.0819,-1.3304,fireAndExplosionType,fire,-1.3304 60.0819
OtherIncident,20220101,,0,0,1,A vehicle carrier's crew member sustained an injury to their fingers,-27.383333,153.166667,otherIncidentType,safety hinderance and near misses,153.166667 -27.383333
StrandingAndGrounding,20220701,,0,0,0,Fishing vessel grounded on attempting departure from the harbour area.,55.7914,-4.8707,strandingAndGroundingType,grounding,-4.8707 55.7914
CollisionAndContact,20220901,,0,0,1,Yacht made contact with another yacht while deberthing resulting in minor damage and one minor injury.,55.7729,-4.8615,collisionAndContactType,contact,-4.8615 55.7729
OtherIncident,20221201,,0,0,1,Cruise ship passenger fell in their bathroom resulting in a fractured arm.,-27.383333,153.158333,otherIncidentType,other incident,153.158333 -27.383333
CollisionAndContact,20220301,,0,0,0,A search and rescue vessel damaged a toe-rail after being launched into the water,51.6356,-8.7088,collisionAndContactType,collision,-8.7088 51.6356
HullAndEngineAccessoryDamage,20220101,,0,0,0,Bulk carrier's pilot ladder was not rigged in compliance with SOLAS guidance.,53.4545,-3.0223,hullAndEngineAccessoryDamageType,outfit damage,-3.0223 53.4545
FireAndExplosion,20220401,,0,0,0,Bulk carrier suffered fire in hold filled with scrap metal,53.437333,-3.006883,fireAndExplosionType,fire,-3.006883 53.437333
HullAndEngineAccessoryDamage,20220501,,0,0,0,A bulk carrier's pilot ladder was not rigged in compliance with SOLAS guidance.,53.4546,-3.0262,hullAndEngineAccessoryDamageType,outfit damage,-3.0262 53.4546
HullAndEngineAccessoryDamage,20220501,,0,0,0,Chemical tanker's pilot ladder was not rigged in compliance with SOLAS guidance.,53.4465,-3.0161,hullAndEngineAccessoryDamageType,outfit damage,-3.0161 53.4465
CollisionAndContact,20220501,,0,0,0,A tug vessel suffered propulsion failure and collided with a moored vessel which subsequently sank,53.404767,-2.998083,collisionAndContactType,collision,-2.998083 53.404767
HullAndEngineAccessoryDamage,20220601,,0,0,0,Cement carrier pilot ladder rigging didn't conform to SOLAS,53.4273,-3.0203,hullAndEngineAccessoryDamageType,outfit damage,-3.0203 53.4273
FireAndExplosion,20220601,,0,0,0,Container ship had a small fire in a locker room resulting in no injuries or major damage.,53.4286,-3.0065,fireAndExplosionType,fire,-3.0065 53.4286
OtherIncident,20220601,,0,0,1,On board a service boat a rigger was injured during mooring,53.441667,-3.0085,otherIncidentType,other incident,-3.0085 53.441667
HullAndEngineAccessoryDamage,20220601,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,53.4303,-3.0052,hullAndEngineAccessoryDamageType,outfit damage,-3.0052 53.4303
HullAndEngineAccessoryDamage,20220601,,0,0,0,Container ship had a non-compliant pilot ladder,53.4375,-3.0179,hullAndEngineAccessoryDamageType,outfit damage,-3.0179 53.4375
HullAndEngineAccessoryDamage,20220601,,0,0,0,A containership had a non-conforming pilot ladder,53.4358,-3.0246,hullAndEngineAccessoryDamageType,outfit damage,-3.0246 53.4358
OtherIncident,20220601,,0,0,1,Inland tanker crew member tripped and broke their ankle onboard,53.4307,-3.0027,otherIncidentType,other incident,-3.0027 53.4307
HullAndEngineAccessoryDamage,20220601,,0,0,0,General cargo vessel pilot ladder was not rigged per current SOLAS regulations,53.4035,-2.990933,hullAndEngineAccessoryDamageType,hull damage,-2.990933 53.4035
HullAndEngineAccessoryDamage,20220701,,0,0,0,Chemical tanker pilot ladder construction did not meet current SOLAS standards,53.4036,-2.990933,hullAndEngineAccessoryDamageType,outfit damage,-2.990933 53.4036
HullAndEngineAccessoryDamage,20220801,,0,0,0,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,53.4556,-3.0243,hullAndEngineAccessoryDamageType,outfit damage,-3.0243 53.4556
OtherIncident,20220801,,0,0,0,High speed passenger vessel departed port at high speed resulting in a wake washing 4 people off the prom.,53.4633,-3.0457,otherIncidentType,safety hinderance and near misses,-3.0457 53.4633
OtherIncident,20220801,,1,0,0,Yacht crewman deceased after falling off vessel into a lock.,53.3873,-2.9842,otherIncidentType,other incident,-2.9842 53.3873
CollisionAndContact,20220801,,0,0,0,Pilot vessel became hard and fast on the mooring chains of a pontoon.,53.3959,-3.008,collisionAndContactType,contact,-3.008 53.3959
HullAndEngineAccessoryDamage,20220801,,0,0,0,A bulk carrier had a non-SOLAS-compliant pilot ladder arrangement,53.4448,-3.0133,hullAndEngineAccessoryDamageType,outfit damage,-3.0133 53.4448
HullAndEngineAccessoryDamage,20221001,,0,0,0,A chemical/products tanker had a non-SOLAS compliant pilot ladder arrangement,53.4574,-3.0357,hullAndEngineAccessoryDamageType,outfit damage,-3.0357 53.4574
OtherIncident,20221001,,0,0,1,A chemical/products tanker crewmember sustained an amputated thumb,53.4278,-3.0163,otherIncidentType,other incident,-3.0163 53.4278
HullAndEngineAccessoryDamage,20221001,,0,0,0,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,53.4528,-3.0208,hullAndEngineAccessoryDamageType,outfit damage,-3.0208 53.4528
HullAndEngineAccessoryDamage,20221001,,0,0,0,Chemical tanker's pilot ladder not rigged per SOLAS regulations.,53.4527,-3.0221,hullAndEngineAccessoryDamageType,outfit damage,-3.0221 53.4527
HullAndEngineAccessoryDamage,20221001,,0,0,0,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,53.4473,-3.0173,hullAndEngineAccessoryDamageType,outfit damage,-3.0173 53.4473
HullAndEngineAccessoryDamage,20221001,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,53.4374,-3.0107,hullAndEngineAccessoryDamageType,outfit damage,-3.0107 53.4374
HullAndEngineAccessoryDamage,20221001,,0,0,0,A bulk carrier had a non-SOLAS compliant pilot ladder,53.4511,-3.0243,hullAndEngineAccessoryDamageType,outfit damage,-3.0243 53.4511
FireAndExplosion,20221101,,0,0,0,A general cargo vessel experienced a scrap fire whilst loading,53.4536,-3.0152,fireAndExplosionType,fire,-3.0152 53.4536
HullAndEngineAccessoryDamage,20221001,,0,0,0,Tanker had a non-SOLAS compliant pilot ladder arrangement,53.4036,-2.9909,hullAndEngineAccessoryDamageType,outfit damage,-2.9909 53.4036
HullAndEngineAccessoryDamage,20221001,,0,0,0,Tanker had a non-SOLAS compliant pilot ladder construction,53.4031,-2.9919,hullAndEngineAccessoryDamageType,outfit damage,-2.9919 53.4031
HullAndEngineAccessoryDamage,20221101,,0,0,0,A bulk carrier accommodation wire failed whilst rigging the accommodation ladder ashore in port,53.4546,-3.0152,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-3.0152 53.4546
HullAndEngineAccessoryDamage,20221201,,0,0,0,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,53.4273,-3.0062,hullAndEngineAccessoryDamageType,outfit damage,-3.0062 53.4273
HullAndEngineAccessoryDamage,20221201,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,53.4445,-3.0139,hullAndEngineAccessoryDamageType,outfit damage,-3.0139 53.4445
HullAndEngineAccessoryDamage,20221201,,0,0,0,Bulk carrier's pilot ladder not rigged per SOLAS regulations.,53.4396,-3.0108,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-3.0108 53.4396
StrandingAndGrounding,20220601,,0,0,0,Sailing yacht ran aground on rocks,58.9195,-3.2178,strandingAndGroundingType,grounding,-3.2178 58.9195
OtherIncident,20220901,,0,0,1,Ro-pax ferry crew member's hand became trapped during lifeboat operations trapping resulting in serious injury,58.9636,-3.2952,otherIncidentType,other incident,-3.2952 58.9636
FireAndExplosion,20220201,,0,0,0,A ro-pax vessel's fire system activated as a result of smouldering rags,54.614,-5.9051,fireAndExplosionType,fire,-5.9051 54.614
CollisionAndContact,20221101,,0,0,0,General cargo vessel made contact with quay while shifting berth resulting in damage to quay and hull,54.62065,-5.905983,collisionAndContactType,contact,-5.905983 54.62065
OtherIncident,20220501,,0,0,1,A support vessel crew member cut their hand with a knife,57.278983,-5.707383,otherIncidentType,other incident,-5.707383 57.278983
CollisionAndContact,20220701,,0,0,0,General cargo vessel made contact with cargo hopper whilst changing berth after the fore spring line became slack,54.57065,-5.905483,collisionAndContactType,contact,-5.905483 54.57065
FireAndExplosion,20220801,,0,0,0,Sailing yacht alongside experienced a small ER fire,54.6512,-5.9045,fireAndExplosionType,fire,-5.9045 54.6512
OtherIncident,20220801,,0,0,1,A cruise ship passenger dislocated their shoulder whilst using the pool,54.6267,-5.885,otherIncidentType,other incident,-5.885 54.6267
FireAndExplosion,20220901,,0,0,0,A ro-pax ferry experienced a fire on the exhaust of an auxiliary engine,54.6384,-5.878,fireAndExplosionType,fire,-5.878 54.6384
OtherIncident,20221001,,0,0,1,Ro/Ro passenger vessel crewmember suffered a minor back and head injury after tripping and striking head on a navigation console.,54.6293,-5.8893,otherIncidentType,other incident,-5.8893 54.6293
HullAndEngineAccessoryDamage,20220101,,0,0,0,A ro-pax vessel's rescue boat descended unexpectedly after being hoisted,56.4125,-5.476333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-5.476333 56.4125
CollisionAndContact,20211101,,0,0,0,Close quarters situation between two Ro-Ro passenger vessels.,56.4123,-5.4775,collisionAndContactType,collision,-5.4775 56.4123
HullAndEngineAccessoryDamage,20220401,,0,0,0,"Ro-pax vessel mezzanine deck moved out of its stowage position, the locking pins were found to have retracted allowing the outboard locking pin to slip out of the stowage pocket",56.408183,-5.47235,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-5.47235 56.408183
OtherIncident,20220401,,0,0,1,A ro-pax vessel crew member slipped and fell resulting in a dislocated shoulder,56.4075,-5.4725,otherIncidentType,other incident,-5.4725 56.4075
CollisionAndContact,20220501,,0,0,0,A ro-pax vessel had a near miss with a cruise ship,56.421667,-5.488333,collisionAndContactType,collision,-5.488333 56.421667
NavigationalIssues,20220701,,0,0,0,RoRo passenger vessel aborted berthing operations after main engine shut down,56.4153,-5.481,navigationalIssuesType,sailing hinderance,-5.481 56.4153
FireAndExplosion,20220801,,0,0,0,Tug experienced a generator fire,56.4221,-5.4877,fireAndExplosionType,fire,-5.4877 56.4221
HullAndEngineAccessoryDamage,20220801,,0,0,0,General cargo vessel's pilot ladder not rigged per SOLAS regulations.,57.4947,-4.2341,hullAndEngineAccessoryDamageType,outfit damage,-4.2341 57.4947
OtherIncident,20220301,,0,0,1,A cruise ship passenger tripped on a chair leg and sustained a fractured arm,69.9846,23.3055,otherIncidentType,other incident,23.3055 69.9846
OtherIncident,20220901,,0,0,1,Oil tanker crewmember sustained back and leg injuries following a fall.,55.8967,-5.0631,otherIncidentType,other incident,-5.0631 55.8967
NavigationalIssues,20221101,,0,0,0,A chemical/products tanker suffered an overflow of cargo,55.8691,-5.0413,navigationalIssuesType,loss of direction,-5.0413 55.8691
OtherIncident,20220101,,0,0,1,A cargo vessel crew member suffered a fractured arm during cargo operations.,39.942,0.013,otherIncidentType,other incident,0.013 39.942
CollisionAndContact,20220201,,0,0,0,A bulk carrier made contact with an inner lock resulting in minor damage,51.399833,0.550333,collisionAndContactType,contact,0.550333 51.399833
HullAndEngineAccessoryDamage,20220201,,0,0,0,A search and rescue vessel sustained minor damage on a launch carriage,54.4852,-3.5987,hullAndEngineAccessoryDamageType,hull damage,-3.5987 54.4852
HullAndEngineAccessoryDamage,20220301,,0,0,0,A search and rescue vessel suffered a puncture in a sponson during an exercise,54.281667,-0.388333,hullAndEngineAccessoryDamageType,hull damage,-0.388333 54.281667
CollisionAndContact,20220301,,0,0,0,A general cargo vessel made contact with a quayside,51.3863,0.519,collisionAndContactType,contact,0.519 51.3863
HullAndEngineAccessoryDamage,20220401,,0,0,0,Bulk carrier pilot ladder rigging didn't conform to SOLAS,55.0134,-1.3596,hullAndEngineAccessoryDamageType,outfit damage,-1.3596 55.0134
OtherIncident,20220101,,0,0,1,A ro-pax vessel crew member was struck by a vehicle on the deck,55.6411,-4.8246,otherIncidentType,safety hinderance and near misses,-4.8246 55.6411
OtherIncident,20220301,,0,0,2,Offshore supply vessel mooring rope parted under tension injuring two people,60.803333,5.061667,otherIncidentType,safety hinderance and near misses,5.061667 60.803333
NavigationalIssues,20220401,,0,0,0,Ro/Ro passenger vessel sustained a port main engine defect resulting in a manual shutdown and contact with the harbour wall.,55.64,-4.825,navigationalIssuesType,sailing hinderance,-4.825 55.64
OtherIncident,20220401,,0,0,0,Ro/Ro passenger vessel crewmember narrowly avoided being struck by the port engine hatch.,55.6403,-4.825,otherIncidentType,safety hinderance and near misses,-4.825 55.6403
HullAndEngineAccessoryDamage,20220501,,0,0,0,Cargo vessel's forward spring parted. No persons were injured.,51.4332,0.6886,hullAndEngineAccessoryDamageType,hull damage,0.6886 51.4332
OtherIncident,20220601,,0,0,1,Ro/Ro passenger vessel crewmember suffered a foot injury after a car ran over it on the vehicle deck.,55.640333,-4.824,otherIncidentType,other incident,-4.824 55.640333
OtherIncident,20220401,,0,0,1,Ro/Ro passenger vessel crewmember slipped on the vehicle deck resulting in a fractured metatarsal.,50.7073,-1.9904,otherIncidentType,other incident,-1.9904 50.7073
StrandingAndGrounding,20220501,,0,0,0,A sail training yacht grounded at a harbour entrance resulting in no damage,50.662667,-1.920333,strandingAndGroundingType,grounding,-1.920333 50.662667
CollisionAndContact,20220601,,0,0,0,Sailing vessel collided with a chain ferry. No damage or injuries were sustained.,50.681667,-1.949333,collisionAndContactType,collision,-1.949333 50.681667
NavigationalIssues,20220901,,0,0,0,A sailing vessel experienced steering failure and was towed to safety,50.6786,-1.9445,navigationalIssuesType,sailing hinderance,-1.9445 50.6786
CollisionAndContact,20220901,,0,0,0,A motor yacht ran aground after hitting a submerged object. It refloated on the rising tide.,50.8317,-0.9852,collisionAndContactType,contact,-0.9852 50.8317
floodingAndSinking,20220901,,0,0,0,"A sailing dinghy capsized, the two crew were unable to right the dinghy and had to be rescued",50.816,-0.947,floodingAndSinkingType,capsizing,-0.947 50.816
HullAndEngineAccessoryDamage,20220901,,0,0,0,A bulk carrier had a non-SOLAS compliant pilot ladder,55.013,-1.4001,hullAndEngineAccessoryDamageType,outfit damage,-1.4001 55.013
HullAndEngineAccessoryDamage,20221001,,0,0,0,A general cargo vessel had a non-SOLAS compliant pilot ladder,55.0006,-1.4427,hullAndEngineAccessoryDamageType,outfit damage,-1.4427 55.0006
OtherIncident,20241201,,0,0,1,A passengers vessel crew member fell overboard while alongside resulting in a head injury.,51.502163,0.009288,otherIncidentType,other incident,0.009288 51.502163
HullAndEngineAccessoryDamage,20220401,,0,0,0,Suction dredger inadvertently deployed starboard anchor while approaching the dock,51.611667,-3.925,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-3.925 51.611667
OtherIncident,20220201,,0,0,0,A fishing vessel crew member went overboard and swam ashore,50.3618,-4.1326,otherIncidentType,other incident,-4.1326 50.3618
OtherIncident,20220201,,0,0,1,A general cargo vessel crew member fell onto the quayside whilst carrying out maintenance duties,50.3644,-4.1262,otherIncidentType,other incident,-4.1262 50.3644
StrandingAndGrounding,20220301,,0,0,0,A fishing vessel grounded on a lock cill whilst departing a port,50.8285,-0.2458,strandingAndGroundingType,grounding,-0.2458 50.8285
StrandingAndGrounding,20220401,,0,0,0,Suction dredger grounded briefly resulting in no damage.,50.830167,-0.243,strandingAndGroundingType,grounding,-0.243 50.830167
StrandingAndGrounding,20220701,,0,0,0,Sailing Vessel grounded on a falling tide and needed urgent assistance,50.3632,-4.1956,strandingAndGroundingType,grounding,-4.1956 50.3632
OtherIncident,20220801,,1,0,0,"Recreational craft crew members fell overboard, resulting in one fatality",50.3693,-4.1326,otherIncidentType,other incident,-4.1326 50.3693
NavigationalIssues,20221001,,0,0,0,Recreational craft had a fouled propeller and was drifting,50.829,-0.2477,navigationalIssuesType,drifting,-0.2477 50.829
CollisionAndContact,20220901,,0,0,0,Sail training vessel made contact with a buoy resulting in superficial damage.,50.3604,-4.1552,collisionAndContactType,contact,-4.1552 50.3604
CollisionAndContact,20221101,,0,0,0,Fishing vessel made contact with breakwater arriving in Shoreham Port,50.8302,-0.224,collisionAndContactType,collision,-0.224 50.8302
CollisionAndContact,20221101,,0,0,0,A search and rescue vessel collided with a tug during a rescue exercise,50.3562,-4.1679,collisionAndContactType,collision,-4.1679 50.3562
HullAndEngineAccessoryDamage,20221201,,0,0,0,A sail training vessel stepped mast fell down when launching,50.3528,-4.1981,hullAndEngineAccessoryDamageType,hull damage,-4.1981 50.3528
HullAndEngineAccessoryDamage,20221201,,0,0,0,General cargo Vessel?™s pilot ladder did not conform to SOLAS regulations,50.3309,-4.173,hullAndEngineAccessoryDamageType,outfit damage,-4.173 50.3309
HullAndEngineAccessoryDamage,20221201,,0,0,0,General cargo vessel's pilot ladder did not conform to SOLAS regulations,50.3473,-4.1585,hullAndEngineAccessoryDamageType,outfit damage,-4.1585 50.3473
OtherIncident,20220201,,0,0,1,A fishing vessel crew member fell over resulting in an injury to their shoulder,55.898333,-2.128333,otherIncidentType,other incident,-2.128333 55.898333
FireAndExplosion,20220101,,0,0,0,A tug experienced engine room fire resulting in minimal damage and no injuries.,54.9701,-5.9516,fireAndExplosionType,fire,-5.9516 54.9701
CollisionAndContact,20220601,,0,0,0,Roro cargo vessel made contact with the quayside resulting in damage to the crane and walkway,54.0338,-2.9241,collisionAndContactType,collision,-2.9241 54.0338
NavigationalIssues,20220601,,0,0,0,On board a Ro-Ro vessel a mooring line parted during departure from berth,54.04,-2.9,navigationalIssuesType,sailing hinderance,-2.9 54.04
OtherIncident,20220901,,0,0,1,A crew member on board a Ro-Pax vessel tore their hamstring after a fall,54.0333,-2.915,otherIncidentType,safety hinderance and near misses,-2.915 54.0333
CollisionAndContact,20220901,,0,0,0,Ro-pax vessel made contact with a monopile/dolphin during berthing,54.0344,-2.9156,collisionAndContactType,collision,-2.9156 54.0344
CollisionAndContact,20220201,,0,0,0,Ro/Ro passenger vessel made heavy contact with a dolphin whilst berthing.,51.6983,-4.9523,collisionAndContactType,contact,-4.9523 51.6983
OtherIncident,20220201,,0,0,1,A cruise ship crew member was using a lathe when a glove was caught resulting in a fractured arm,34.691333,33.155667,otherIncidentType,safety hinderance and near misses,33.155667 34.691333
OtherIncident,20220301,,0,0,2,A search and rescue vessel's crew member's were knocked over by a wave whilst on deck,55.7649,-1.992,otherIncidentType,safety hinderance and near misses,-1.992 55.7649
NavigationalIssues,20220601,,0,0,0,A ro-pax vessel suffered engine failure during arrival to port requiring assistance from a tug,60.495,-1.156667,navigationalIssuesType,sailing hinderance,-1.156667 60.495
HullAndEngineAccessoryDamage,20221001,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,51.5051,0.4896,hullAndEngineAccessoryDamageType,outfit damage,0.4896 51.5051
HullAndEngineAccessoryDamage,20221001,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,51.5051,0.4899,hullAndEngineAccessoryDamageType,outfit damage,0.4899 51.5051
HullAndEngineAccessoryDamage,20221001,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,51.5055,0.4913,hullAndEngineAccessoryDamageType,outfit damage,0.4913 51.5055
FireAndExplosion,20221201,,0,0,0,Dredger sustained an electrical fire in the laundry room after flooding from grey water tank.,51.467667,-3.151167,fireAndExplosionType,fire,-3.151167 51.467667
OtherIncident,20221101,,0,0,1,Sailing vessel crew sustained injured their chest after their legs went into the engine compartment after maintaining the engine.,51.4459,-3.1698,otherIncidentType,other incident,-3.1698 51.4459
OtherIncident,20220401,,0,0,1,Cruise ship passenger fell in their cabin resulting in a fractured rib.,36.716667,-3.516667,otherIncidentType,other incident,-3.516667 36.716667
OtherIncident,20220501,,0,0,1,A replenishment tanker crew member fell in the gym resulting in a head injury,50.604,-2.4482,otherIncidentType,other incident,-2.4482 50.604
OtherIncident,20220801,,0,0,1,"See MAIB investigation report, when available",50.570783,-2.432667,otherIncidentType,other incident,-2.432667 50.570783
OtherIncident,20220901,,0,0,1,Cruise ship passenger fell over and fractured their left femur,49.29,-123.106667,otherIncidentType,other incident,-123.106667 49.29
